cohort,cohort_label,is_clinical,rule,partition,partition_key,model_class,is_published_class,seed,spec_id,n_test,n_levels_admissible,partition_sd_ratio,min_level_lp_sd,max_level_lp_sd,min_level_lp_mean,max_level_lp_mean,level_lp_mean_spread,implied_auroc_min_gaussian,implied_auroc_max_gaussian,implied_casemix_gap_gaussian,implied_auroc_min_empirical,implied_auroc_max_empirical,implied_casemix_gap_empirical,observed_auc_gap
nhis2023,NHIS 2023,True,ev10,age_group,nhis2023|age_group,hgb_deep,False,43,hgb_deep|s43,5423,4,1.4789048512399232,1.5367021913204046,2.272636325654767,-6.658647943637543,-1.947723983884477,4.7109239597530665,0.8255188586876048,0.9266275559324674,0.1011086972448626,0.7933309305440543,0.9301139825308595,0.13678305198680518,0.1032108828286773
nhis2023,NHIS 2023,True,ev10,sex,nhis2023|sex,hgb_deep,False,43,hgb_deep|s43,5423,2,1.0735147937728218,2.5798178600966333,2.7694726380530796,-3.8069746192803358,-3.7588619819131686,0.0481126373671672,0.9192448596877676,0.9262289016378213,0.006984041950053754,0.8735073728735341,0.8846370777378575,0.011129704864323409,0.012409879091636267
nhis2023,NHIS 2023,True,ev10,race,nhis2023|race,hgb_deep,False,43,hgb_deep|s43,5423,5,1.111849710593338,2.5677666505889403,2.854970607328538,-4.547584290156619,-3.06996614854231,1.4776181416143093,0.9143912887325081,0.933925951986621,0.019534663254112905,0.8199973938380647,0.9085991797458728,0.0886017859078081,0.0670498084291189
nhis2023,NHIS 2023,True,ev10,insured,nhis2023|insured,hgb_deep,False,43,hgb_deep|s43,5423,2,1.2876148534679572,2.554704838021483,3.289475895662913,-5.759536170894104,-3.634634580776434,2.1249015901176698,0.9166656420189405,0.9549408171908027,0.038275175171862186,0.8752571850772746,0.9313070145547212,0.05604982947744663,0.03277054814395741
nhis2023,NHIS 2023,True,m30,age_group,nhis2023|age_group,hgb_deep,False,44,hgb_deep|s44,5423,4,1.6475784303385461,1.5117476178355045,2.490722767261457,-7.470571687650305,-1.9773512138620162,5.4932204737882895,0.822843953717634,0.9461674427783376,0.12332348906070367,0.7981644911905182,0.9569825407931781,0.15881804960265988,0.16285871465142032
nhis2023,NHIS 2023,True,m30,sex,nhis2023|sex,hgb_deep,False,44,hgb_deep|s44,5423,2,1.1260838563950883,2.7507601307803724,3.097586576087019,-3.939154514570199,-3.9360918913060425,0.0030626232641566276,0.926987544828664,0.9379169909114393,0.010929446082775351,0.8797834114145239,0.8827825382939352,0.0029991268794112846,0.029005495821653904
nhis2023,NHIS 2023,True,m30,race,nhis2023|race,hgb_deep,False,44,hgb_deep|s44,5423,7,1.3107859132648096,2.3960851394404226,3.140754647761653,-5.197520800084824,-3.2631942146003086,1.9343265854845155,0.9058679540414399,0.9435635909194987,0.03769563687805877,0.8651484764277975,0.9353692734194781,0.0702207969916806,0.14327277064246657
nhis2023,NHIS 2023,True,m30,insured,nhis2023|insured,hgb_deep,False,44,hgb_deep|s44,5423,2,1.228309485349892,2.7973458403127736,3.436006429460244,-6.332047607411408,-3.765722475982064,2.5663251314293434,0.9272775663734008,0.9610724040766387,0.03379483770323799,0.8769531577087122,0.9425654101800259,0.06561225247131375,0.019836511034447057
nhis2023,NHIS 2023,True,ev10,age_group,nhis2023|age_group,hgb_deep,False,44,hgb_deep|s44,5423,4,1.6475784303385461,1.5117476178355045,2.490722767261457,-7.470571687650305,-1.9773512138620162,5.4932204737882895,0.822843953717634,0.9461674427783376,0.12332348906070367,0.7981644911905182,0.9569825407931781,0.15881804960265988,0.16285871465142032
nhis2023,NHIS 2023,True,ev10,sex,nhis2023|sex,hgb_deep,False,44,hgb_deep|s44,5423,2,1.1260838563950883,2.7507601307803724,3.097586576087019,-3.939154514570199,-3.9360918913060425,0.0030626232641566276,0.926987544828664,0.9379169909114393,0.010929446082775351,0.8797834114145239,0.8827825382939352,0.0029991268794112846,0.029005495821653904
nhis2023,NHIS 2023,True,ev10,race,nhis2023|race,hgb_deep,False,44,hgb_deep|s44,5423,4,1.1139685746280061,2.8194284105460183,3.140754647761653,-4.89204980656264,-3.5809376282848366,1.3111121782778032,0.9279972190894978,0.9435635909194987,0.015566371830000869,0.8677929763758361,0.9042553674652837,0.0364623910894476,0.06203953432448461
nhis2023,NHIS 2023,True,ev10,insured,nhis2023|insured,hgb_deep,False,44,hgb_deep|s44,5423,2,1.228309485349892,2.7973458403127736,3.436006429460244,-6.332047607411408,-3.765722475982064,2.5663251314293434,0.9272775663734008,0.9610724040766387,0.03379483770323799,0.8769531577087122,0.9425654101800259,0.06561225247131375,0.019836511034447057
nhis2023,NHIS 2023,True,m30,age_group,nhis2023|age_group,hgb_deep,False,45,hgb_deep|s45,5423,4,1.568474006839465,1.5811497614535048,2.4799923017602428,-6.553868226212577,-1.9872311463593617,4.566637079853216,0.8308764310674528,0.9393669791262667,0.10849054805881386,0.7881537001751158,0.9327928589967098,0.14463915882159406,0.1090941073784023
nhis2023,NHIS 2023,True,m30,sex,nhis2023|sex,hgb_deep,False,45,hgb_deep|s45,5423,2,1.114521050316201,2.5930609646214213,2.890021029823808,-3.7592663433018956,-3.7526653576171225,0.006600985684773075,0.9193843354458942,0.930332742983467,0.010948407537572868,0.8729193276355153,0.8781912699719541,0.005271942336438795,0.024087193951624064
nhis2023,NHIS 2023,True,m30,race,nhis2023|race,hgb_deep,False,45,hgb_deep|s45,5423,7,1.199015888442388,2.56822643075849,3.0793442955971138,-5.04370020496296,-3.4613975357204603,1.5823026692424995,0.9159885050692262,0.942411159273668,0.026422654204441787,0.8652022035632849,0.906025947699397,0.04082374413611212,0.23041474654377903
nhis2023,NHIS 2023,True,m30,insured,nhis2023|insured,hgb_deep,False,45,hgb_deep|s45,5423,2,1.2723939686972205,2.5161966919550767,3.2015934948995377,-7.188347935928924,-3.5042266163467106,3.6841213195822133,0.9138134638442912,0.9630654156969013,0.04925195185261011,0.8690147886977784,0.9583830263260358,0.08936823762825741,0.001558455602483133
nhis2023,NHIS 2023,True,ev10,age_group,nhis2023|age_group,hgb_deep,False,45,hgb_deep|s45,5423,4,1.568474006839465,1.5811497614535048,2.4799923017602428,-6.553868226212577,-1.9872311463593617,4.566637079853216,0.8308764310674528,0.9393669791262667,0.10849054805881386,0.7881537001751158,0.9327928589967098,0.14463915882159406,0.1090941073784023
nhis2023,NHIS 2023,True,ev10,sex,nhis2023|sex,hgb_deep,False,45,hgb_deep|s45,5423,2,1.114521050316201,2.5930609646214213,2.890021029823808,-3.7592663433018956,-3.7526653576171225,0.006600985684773075,0.9193843354458942,0.930332742983467,0.010948407537572868,0.8729193276355153,0.8781912699719541,0.005271942336438795,0.024087193951624064
nhis2023,NHIS 2023,True,ev10,race,nhis2023|race,hgb_deep,False,45,hgb_deep|s45,5423,4,1.199015888442388,2.56822643075849,3.0793442955971138,-4.7185588235568785,-3.4613975357204603,1.2571612878364182,0.9159885050692262,0.942411159273668,0.026422654204441787,0.8652022035632849,0.906025947699397,0.04082374413611212,0.028419655352394102
nhis2023,NHIS 2023,True,ev10,insured,nhis2023|insured,hgb_deep,False,45,hgb_deep|s45,5423,2,1.2723939686972205,2.5161966919550767,3.2015934948995377,-7.188347935928924,-3.5042266163467106,3.6841213195822133,0.9138134638442912,0.9630654156969013,0.04925195185261011,0.8690147886977784,0.9583830263260358,0.08936823762825741,0.001558455602483133
nhis2023,NHIS 2023,True,m30,age_group,nhis2023|age_group,hgb_deep,False,46,hgb_deep|s46,5423,4,1.8080960703904456,1.4144653922248365,2.557489317385007,-7.481239614789116,-1.954192325936232,5.527047288852884,0.8106535442334208,0.9489368818172641,0.13828333758384326,0.785372196763453,0.9529452239156635,0.16757302715221045,0.109038279535427
nhis2023,NHIS 2023,True,m30,sex,nhis2023|sex,hgb_deep,False,46,hgb_deep|s46,5423,2,1.1468697581670895,2.740366512513196,3.1428434794951996,-3.996328999830028,-3.934400157854961,0.061928841975066984,0.9265985560803796,0.9395262817610563,0.012927725680676794,0.8758889988703213,0.8814453698458954,0.005556370975574043,0.0158412713225482
nhis2023,NHIS 2023,True,m30,race,nhis2023|race,hgb_deep,False,46,hgb_deep|s46,5423,7,1.323707547111672,2.452988900944404,3.247039921161273,-5.531706002493457,-3.218973879070685,2.3127321234227716,0.9083488200787009,0.9525771319065626,0.04422831182786169,0.8585748962356248,0.9126916390990902,0.05411674286346546,0.1092558983666061
nhis2023,NHIS 2023,True,m30,insured,nhis2023|insured,hgb_deep,False,46,hgb_deep|s46,5423,2,1.2228361685108562,2.826860377347974,3.45678711275135,-6.30957064905003,-3.802154207048761,2.5074164420012686,0.9285892091539655,0.9612284030189078,0.032639193864942295,0.8751703431795907,0.9252476838597846,0.05007734068019387,0.03535623759840467
nhis2023,NHIS 2023,True,ev10,age_group,nhis2023|age_group,hgb_deep,False,46,hgb_deep|s46,5423,4,1.8080960703904456,1.4144653922248365,2.557489317385007,-7.481239614789116,-1.954192325936232,5.527047288852884,0.8106535442334208,0.9489368818172641,0.13828333758384326,0.785372196763453,0.9529452239156635,0.16757302715221045,0.109038279535427
nhis2023,NHIS 2023,True,ev10,sex,nhis2023|sex,hgb_deep,False,46,hgb_deep|s46,5423,2,1.1468697581670895,2.740366512513196,3.1428434794951996,-3.996328999830028,-3.934400157854961,0.061928841975066984,0.9265985560803796,0.9395262817610563,0.012927725680676794,0.8758889988703213,0.8814453698458954,0.005556370975574043,0.0158412713225482
nhis2023,NHIS 2023,True,ev10,race,nhis2023|race,hgb_deep,False,46,hgb_deep|s46,5423,5,1.1532935696441486,2.807528574888579,3.2379046520111987,-4.964175090834452,-3.5004565156212886,1.4637185752131634,0.9277022267843222,0.9469064628127101,0.019204236028387833,0.867426319015244,0.9126916390990902,0.045265320083846206,0.10876825996223805
nhis2023,NHIS 2023,True,ev10,insured,nhis2023|insured,hgb_deep,False,46,hgb_deep|s46,5423,2,1.2228361685108562,2.826860377347974,3.45678711275135,-6.30957064905003,-3.802154207048761,2.5074164420012686,0.9285892091539655,0.9612284030189078,0.032639193864942295,0.8751703431795907,0.9252476838597846,0.05007734068019387,0.03535623759840467
nhis2023,NHIS 2023,True,m30,age_group,nhis2023|age_group,hgb_deep,False,47,hgb_deep|s47,5423,4,1.7045362807814883,1.5307783019563144,2.609267153517618,-7.962155826416889,-1.97710628109478,5.985049545322109,0.8250713716091993,0.9537405005719088,0.12866912896270954,0.7857615685780888,0.9704471216486116,0.1846855530705228,0.056219363299284675
nhis2023,NHIS 2023,True,m30,sex,nhis2023|sex,hgb_deep,False,47,hgb_deep|s47,5423,2,1.063771910222678,3.010569954674928,3.202559751543549,-4.10757070973698,-4.054841010657531,0.0527296990794488,0.9366660581095059,0.941455031430986,0.0047889733214800945,0.8793922123191633,0.8847231037475881,0.0053308914284248,0.04076337300738109
nhis2023,NHIS 2023,True,m30,race,nhis2023|race,hgb_deep,False,47,hgb_deep|s47,5423,7,1.1827779079351928,2.841183752589783,3.360489374947604,-5.496211643837069,-3.11998138200337,2.376230261833699,0.9240698422486289,0.9522701177813111,0.02820027553268223,0.8336186509482646,0.9175417651237359,0.08392311417547127,0.3858959899749372
nhis2023,NHIS 2023,True,m30,insured,nhis2023|insured,hgb_deep,False,47,hgb_deep|s47,5423,2,1.1875820943611655,2.999900894540459,3.5626285872142915,-6.390140287884862,-3.919980539933365,2.4701597479514974,0.9349922801377311,0.963155235642492,0.02816295550476089,0.8778801810629042,0.9348878682991328,0.05700768723622862,0.007371108236428503
nhis2023,NHIS 2023,True,ev10,age_group,nhis2023|age_group,hgb_deep,False,47,hgb_deep|s47,5423,4,1.7045362807814883,1.5307783019563144,2.609267153517618,-7.962155826416889,-1.97710628109478,5.985049545322109,0.8250713716091993,0.9537405005719088,0.12866912896270954,0.7857615685780888,0.9704471216486116,0.1846855530705228,0.056219363299284675
nhis2023,NHIS 2023,True,ev10,sex,nhis2023|sex,hgb_deep,False,47,hgb_deep|s47,5423,2,1.063771910222678,3.010569954674928,3.202559751543549,-4.10757070973698,-4.054841010657531,0.0527296990794488,0.9366660581095059,0.941455031430986,0.0047889733214800945,0.8793922123191633,0.8847231037475881,0.0053308914284248,0.04076337300738109
nhis2023,NHIS 2023,True,ev10,race,nhis2023|race,hgb_deep,False,47,hgb_deep|s47,5423,4,1.1327483193235823,2.9666690452070688,3.360489374947604,-5.255721939770832,-3.733859997297095,1.5218619424737372,0.9333521235790272,0.9522701177813111,0.018917994202283905,0.869264012193844,0.915823302248775,0.04655929005493098,0.11451189787655958
nhis2023,NHIS 2023,True,ev10,insured,nhis2023|insured,hgb_deep,False,47,hgb_deep|s47,5423,2,1.1875820943611655,2.999900894540459,3.5626285872142915,-6.390140287884862,-3.919980539933365,2.4701597479514974,0.9349922801377311,0.963155235642492,0.02816295550476089,0.8778801810629042,0.9348878682991328,0.05700768723622862,0.007371108236428503
nhis2024,NHIS 2024,True,m30,age_group,nhis2024|age_group,published,False,,published,1950,6,1.362415052575245,0.9295616951744491,1.266448845803031,-6.425884879948493,-1.9448382966471756,4.4810465833013176,0.7441704621297806,0.8012858135915693,0.0571153514617887,0.7715483577674213,0.8458759242277691,0.07432756646034788,0.3279162152401589
nhis2024,NHIS 2024,True,m30,sex,nhis2024|sex,published,False,,published,1950,2,1.1449810617386968,1.9287568638453902,2.208390081801494,-4.308675060097734,-3.620556580329205,0.6881184797685291,0.8864909312944189,0.8988148337655328,0.012323902471113923,0.8741367464158871,0.8752095767889467,0.0010728303730596078,0.003673389602495414
nhis2024,NHIS 2024,True,m30,race,nhis2024|race,published,False,,published,1950,4,1.0514257767093511,1.9824245481375942,2.0843722702932546,-4.786423831989818,-3.765980004943599,1.0204438270462184,0.8900779583640376,0.897667598314501,0.007589639950463467,0.8724734382772366,0.8994261537808512,0.026952715503614666,0.10897400353584064
nhis2024,NHIS 2024,True,m30,income,nhis2024|income,published,False,,published,1950,5,1.1397181007631756,1.9827850509235398,2.259816012460193,-4.185490327714213,-3.7288574200057445,0.4566329077084683,0.8889194659698536,0.9031548821614734,0.014235416191619832,0.8682132575106527,0.8899105549340576,0.02169729742340487,0.09677440383788105
nhis2024,NHIS 2024,True,m30,insurance,nhis2024|insurance,published,False,,published,1950,2,1.3218570610626625,1.576381953372176,2.0837516159967637,-5.390572885977395,-3.888397476054047,1.502175409923348,0.8590188361593649,0.8935982899067034,0.03457945374733851,0.8762442767784606,0.8898838240736167,0.01363954729515604,0.043906203020093404
nhis2024,NHIS 2024,True,ev10,age_group,nhis2024|age_group,published,False,,published,1950,3,1.0730309471144632,1.1802537934331687,1.266448845803031,-4.190453892070527,-1.9448382966471756,2.245615595423352,0.7770763509091814,0.7999580467509142,0.02288169584173283,0.7715483577674213,0.8337300027626333,0.06218164499521206,0.18094033051444725
nhis2024,NHIS 2024,True,ev10,sex,nhis2024|sex,published,False,,published,1950,2,1.1449810617386968,1.9287568638453902,2.208390081801494,-4.308675060097734,-3.620556580329205,0.6881184797685291,0.8864909312944189,0.8988148337655328,0.012323902471113923,0.8741367464158871,0.8752095767889467,0.0010728303730596078,0.003673389602495414
nhis2024,NHIS 2024,True,ev10,race,nhis2024|race,published,False,,published,1950,3,1.0514257767093511,1.9824245481375942,2.0843722702932546,-4.6237616921041775,-3.765980004943599,0.8577816871605783,0.8900779583640376,0.8937712505132056,0.003693292149168026,0.8724734382772366,0.8981880389207186,0.025714600643482077,0.06403651634584273
nhis2024,NHIS 2024,True,ev10,income,nhis2024|income,published,False,,published,1950,5,1.1397181007631756,1.9827850509235398,2.259816012460193,-4.185490327714213,-3.7288574200057445,0.4566329077084683,0.8889194659698536,0.9031548821614734,0.014235416191619832,0.8682132575106527,0.8899105549340576,0.02169729742340487,0.09677440383788105
nhis2024,NHIS 2024,True,m30,age_group,nhis2024|age_group,xgb_published,True,42,xgb_published|s42,1950,5,1.0896768894700493,1.1795458424070313,1.2853238445414228,-6.057340194641828,-1.9066308865549269,4.150709308086901,0.7766992400006589,0.815482232290407,0.03878299228974802,0.7751990445385137,0.8790137507783364,0.1038147062398227,0.3027609427609428
nhis2024,NHIS 2024,True,m30,sex,nhis2024|sex,xgb_published,True,42,xgb_published|s42,1950,2,1.1273236980464398,1.9357639566978377,2.1822325822096147,-4.267059293557958,-3.5065983520610042,0.7604609414969539,0.8866353897798608,0.8961026320256962,0.009467242245835394,0.8764674921132907,0.8773472956380659,0.0008798035247752356,0.010233608261167926
nhis2024,NHIS 2024,True,m30,race,nhis2024|race,xgb_published,True,42,xgb_published|s42,1950,4,1.155117972053706,1.8797803145307945,2.171368024827289,-4.832505335906689,-3.6795916816110736,1.1529136542956158,0.8858539542622075,0.9055181946512744,0.01966424038906689,0.8747167124779307,0.909962063587687,0.03524535110975635,0.028199612933480056
nhis2024,NHIS 2024,True,m30,income,nhis2024|income,xgb_published,True,42,xgb_published|s42,1950,5,1.1563857727442206,1.9680696606344423,2.2758477553272156,-4.184301307153518,-3.458439164484726,0.7258621426687921,0.887309673580887,0.9047816731350886,0.017471999554201645,0.865228751887248,0.8961497496837224,0.030920997796474392,0.07790657152339886
nhis2024,NHIS 2024,True,ev10,age_group,nhis2024|age_group,xgb_published,True,42,xgb_published|s42,1950,3,1.0868745096536534,1.1795458424070313,1.2820183090801476,-4.32786454169475,-1.9066308865549269,2.4212336551398232,0.7766992400006589,0.803722243636734,0.027023003636075016,0.7751990445385137,0.8355462923324407,0.06034724779392697,0.06506077022796597
nhis2024,NHIS 2024,True,ev10,sex,nhis2024|sex,xgb_published,True,42,xgb_published|s42,1950,2,1.1273236980464398,1.9357639566978377,2.1822325822096147,-4.267059293557958,-3.5065983520610042,0.7604609414969539,0.8866353897798608,0.8961026320256962,0.009467242245835394,0.8764674921132907,0.8773472956380659,0.0008798035247752356,0.010233608261167926
nhis2024,NHIS 2024,True,ev10,race,nhis2024|race,xgb_published,True,42,xgb_published|s42,1950,3,1.155117972053706,1.8797803145307945,2.171368024827289,-4.663866749046381,-3.6795916816110736,0.9842750674353073,0.8858539542622075,0.9024532053516761,0.01659925108946858,0.8747167124779307,0.8991514376326444,0.024434725154713677,0.028199612933480056
nhis2024,NHIS 2024,True,ev10,income,nhis2024|income,xgb_published,True,42,xgb_published|s42,1950,5,1.1563857727442206,1.9680696606344423,2.2758477553272156,-4.184301307153518,-3.458439164484726,0.7258621426687921,0.887309673580887,0.9047816731350886,0.017471999554201645,0.865228751887248,0.8961497496837224,0.030920997796474392,0.07790657152339886
nhis2024,NHIS 2024,True,m30,age_group,nhis2024|age_group,xgb_published,True,43,xgb_published|s43,1950,5,1.3148186001278928,0.9860693875425615,1.2965023717576791,-5.695661020631394,-1.9321356436281145,3.7635253770032793,0.7563118476646207,0.806517311584123,0.05020546391950231,0.7687854430376859,0.8757677602262265,0.10698231718854057,0.2224513987671881
nhis2024,NHIS 2024,True,m30,sex,nhis2024|sex,xgb_published,True,43,xgb_published|s43,1950,2,1.1429019634531616,1.8441793202351444,2.1077161660564636,-4.225203055411491,-3.5147534594943157,0.7104495959171753,0.8785532149003664,0.8914154430548102,0.012862228154443822,0.8682434228382232,0.8778893175905009,0.009645894752277728,0.004908729105960297
nhis2024,NHIS 2024,True,m30,race,nhis2024|race,xgb_published,True,43,xgb_published|s43,1950,4,1.1561076228723512,1.7873283056102236,2.066343878691503,-4.7559807441367505,-3.6471133340565993,1.1088674100801512,0.8771907018837155,0.8937012422084099,0.016510540324694345,0.8702160205851248,0.8972228165960483,0.027006796010923484,0.07758199187603432
nhis2024,NHIS 2024,True,m30,income,nhis2024|income,xgb_published,True,43,xgb_published|s43,1950,5,1.155917828620972,1.8940940045196855,2.1894170289083963,-4.148501618012876,-3.6228069268226757,0.5256946911902003,0.8820645172332404,0.8983139579976005,0.01624944076436008,0.863496331122879,0.8916497070673861,0.028153375944507064,0.09126579247638966
nhis2024,NHIS 2024,True,m30,insurance,nhis2024|insurance,xgb_published,True,43,xgb_published|s43,1950,2,1.1935592530350616,1.677095733407728,2.0017131308344167,-4.927750406099446,-3.810075226282575,1.1176751798168714,0.8681591942625249,0.8870218006406776,0.018862606378152735,0.8775393856623254,0.8852958774992887,0.007756491836963364,0.13675745550745544
nhis2024,NHIS 2024,True,ev10,age_group,nhis2024|age_group,xgb_published,True,43,xgb_published|s43,1950,2,1.1355174073694148,1.1417723439055052,1.2965023717576791,-3.061745368169705,-1.9321356436281145,1.1296097245415906,0.7708022647401274,0.8035167656504356,0.03271450091030825,0.7687854430376859,0.8219712240243185,0.053185780986632625,0.027692277546141453
nhis2024,NHIS 2024,True,ev10,sex,nhis2024|sex,xgb_published,True,43,xgb_published|s43,1950,2,1.1429019634531616,1.8441793202351444,2.1077161660564636,-4.225203055411491,-3.5147534594943157,0.7104495959171753,0.8785532149003664,0.8914154430548102,0.012862228154443822,0.8682434228382232,0.8778893175905009,0.009645894752277728,0.004908729105960297
nhis2024,NHIS 2024,True,ev10,income,nhis2024|income,xgb_published,True,43,xgb_published|s43,1950,5,1.155917828620972,1.8940940045196855,2.1894170289083963,-4.148501618012876,-3.6228069268226757,0.5256946911902003,0.8820645172332404,0.8983139579976005,0.01624944076436008,0.863496331122879,0.8916497070673861,0.028153375944507064,0.09126579247638966
nhis2024,NHIS 2024,True,m30,age_group,nhis2024|age_group,xgb_published,True,44,xgb_published|s44,1950,4,1.0225991058876507,1.202353964112744,1.2295260886621646,-5.751031132080953,-1.8797056798510832,3.8713254522298692,0.7800802461324032,0.8039035626846134,0.02382331655221015,0.7794505916690826,0.8878372805774165,0.10838668890833392,0.17290757460916883
nhis2024,NHIS 2024,True,m30,sex,nhis2024|sex,xgb_published,True,44,xgb_published|s44,1950,2,1.1902298375521292,1.8264805123708678,2.1739316035313077,-4.228989825624965,-3.489396447489426,0.739593378135539,0.8770134178034096,0.8954188376299845,0.018405419826574954,0.8743782432755896,0.878978567627859,0.004600324352269425,0.002139095865591689
nhis2024,NHIS 2024,True,m30,race,nhis2024|race,xgb_published,True,44,xgb_published|s44,1950,3,1.1286229097231368,1.8424329580791234,2.0794120461170666,-4.49823579480689,-3.692947977862749,0.8052878169441406,0.8810263022028404,0.8940461851576627,0.01301988295482226,0.8753807716760782,0.90223045217845,0.026849680502371798,0.07457113280094663
nhis2024,NHIS 2024,True,m30,income,nhis2024|income,xgb_published,True,44,xgb_published|s44,1950,5,1.152864072745468,1.9024863855447325,2.193308202781905,-4.098592570746036,-3.506156345573036,0.5924362251730004,0.8822566436032169,0.8974464167263304,0.015189773123113537,0.8695921368054059,0.8995568690650921,0.02996473225968621,0.13098957289776836
nhis2024,NHIS 2024,True,ev10,age_group,nhis2024|age_group,xgb_published,True,44,xgb_published|s44,1950,2,1.0141245941892487,1.202353964112744,1.219336725927671,-3.1931999256775394,-1.8797056798510832,1.3134942458264562,0.7800802461324032,0.7924494558982227,0.012369209765819456,0.7794505916690826,0.8085991278905924,0.029148536221509813,0.08862441447954572
nhis2024,NHIS 2024,True,ev10,sex,nhis2024|sex,xgb_published,True,44,xgb_published|s44,1950,2,1.1902298375521292,1.8264805123708678,2.1739316035313077,-4.228989825624965,-3.489396447489426,0.739593378135539,0.8770134178034096,0.8954188376299845,0.018405419826574954,0.8743782432755896,0.878978567627859,0.004600324352269425,0.002139095865591689
nhis2024,NHIS 2024,True,ev10,race,nhis2024|race,xgb_published,True,44,xgb_published|s44,1950,2,1.0271729124533366,2.0244031174366977,2.0794120461170666,-3.9610421408627983,-3.692947977862749,0.26809416300004907,0.887471297512237,0.8940461851576627,0.006574887645425687,0.8753807716760782,0.8835791584820323,0.008198386805954083,0.06037487868671565
nhis2024,NHIS 2024,True,ev10,income,nhis2024|income,xgb_published,True,44,xgb_published|s44,1950,5,1.152864072745468,1.9024863855447325,2.193308202781905,-4.098592570746036,-3.506156345573036,0.5924362251730004,0.8822566436032169,0.8974464167263304,0.015189773123113537,0.8695921368054059,0.8995568690650921,0.02996473225968621,0.13098957289776836
nhis2024,NHIS 2024,True,m30,age_group,nhis2024|age_group,xgb_published,True,45,xgb_published|s45,1950,4,1.135131625324898,1.1616682672275163,1.3186463882663284,-6.028798181522215,-1.9502815959367499,4.078516585585465,0.7773750555485464,0.8069825267603592,0.02960747121181284,0.7749596374749346,0.8761744979151436,0.101214860440209,0.15372441420697358
nhis2024,NHIS 2024,True,m30,sex,nhis2024|sex,xgb_published,True,45,xgb_published|s45,1950,2,1.1892346675074221,1.8220892801621595,2.166891739262484,-4.264083373954652,-3.460654934187738,0.8034284397669142,0.8769577229143621,0.8946960126235618,0.01773828970919966,0.8700676046992823,0.8746338863734953,0.004566281674212913,0.013563795466992268
nhis2024,NHIS 2024,True,m30,race,nhis2024|race,xgb_published,True,45,xgb_published|s45,1950,4,1.2230343252683342,1.6652907259802434,2.0367077194248613,-5.074414785326519,-3.6334073538890284,1.441007431437491,0.8678978356560516,0.8921660313394031,0.02426819568335148,0.8721178287444304,0.9121913082592614,0.04007347951483098,0.12595307917888587
nhis2024,NHIS 2024,True,m30,income,nhis2024|income,xgb_published,True,45,xgb_published|s45,1950,5,1.1026534372352403,1.966642027455169,2.168524591384724,-4.172055742120282,-3.4286895817733476,0.7433661603469344,0.8844781782565694,0.8958420661525377,0.011363887895968316,0.8515864322583397,0.889295602049756,0.03770916979141625,0.04734997329170121
nhis2024,NHIS 2024,True,m30,insurance,nhis2024|insurance,xgb_published,True,45,xgb_published|s45,1950,2,1.3564267911293295,1.489145844842126,2.0199173198427793,-5.236788705248231,-3.8120311856986406,1.4247575195495905,0.8463361290966688,0.8883674613522878,0.04203133225561906,0.8702348357800971,0.8789294564258858,0.008694620645788742,0.12074911123027576
nhis2024,NHIS 2024,True,ev10,age_group,nhis2024|age_group,xgb_published,True,45,xgb_published|s45,1950,3,1.115697606138797,1.1819030362804988,1.3186463882663284,-4.440125171974336,-1.9502815959367499,2.489843576037586,0.7773750555485464,0.8069825267603592,0.02960747121181284,0.7749596374749346,0.8438890616895005,0.06892942421456594,0.15372441420697358
nhis2024,NHIS 2024,True,ev10,sex,nhis2024|sex,xgb_published,True,45,xgb_published|s45,1950,2,1.1892346675074221,1.8220892801621595,2.166891739262484,-4.264083373954652,-3.460654934187738,0.8034284397669142,0.8769577229143621,0.8946960126235618,0.01773828970919966,0.8700676046992823,0.8746338863734953,0.004566281674212913,0.013563795466992268
nhis2024,NHIS 2024,True,ev10,race,nhis2024|race,xgb_published,True,45,xgb_published|s45,1950,3,1.0885372653535237,1.871050063466041,2.0367077194248613,-4.619891584438293,-3.6334073538890284,0.9864842305492649,0.8846889572226955,0.8921660313394031,0.007477074116707616,0.8721178287444304,0.8999449002188791,0.027827071474448628,0.09903934449389007
nhis2024,NHIS 2024,True,ev10,income,nhis2024|income,xgb_published,True,45,xgb_published|s45,1950,5,1.1026534372352403,1.966642027455169,2.168524591384724,-4.172055742120282,-3.4286895817733476,0.7433661603469344,0.8844781782565694,0.8958420661525377,0.011363887895968316,0.8515864322583397,0.889295602049756,0.03770916979141625,0.04734997329170121
nhis2024,NHIS 2024,True,m30,age_group,nhis2024|age_group,xgb_published,True,46,xgb_published|s46,1950,5,1.2730080952161045,1.06140788612747,1.3511808313664826,-6.491955220694143,-2.0039897519461944,4.487965468747948,0.7729715478399366,0.8195708076040207,0.04659925976408408,0.783231912375981,0.8873550482565774,0.1041231358805964,0.16004552458563648
nhis2024,NHIS 2024,True,m30,sex,nhis2024|sex,xgb_published,True,46,xgb_published|s46,1950,2,1.1544984032103927,1.959538169281066,2.262283687464807,-4.449256280602507,-3.570288093746344,0.8789681868561625,0.8903094711806565,0.9014733205519696,0.011163849371313095,0.8774276747708164,0.8788953720911581,0.0014676973203416877,0.029858218550279925
