row_type,family,geometry,sd_ratio,equalize_prevalence,lp_dist,n,prevalence,n_levels,scales,unfair_w,miscal_slope,miscal_intercept,true_auc_by_level,oracle_auc_by_level,prevalence_by_level,true_auc_gap,true_max_excess_auc,prevalence_ratio,rule,method,is_one_of_the_five,n_sims,n_perm,alpha,seed,geometry_seed_word,pythonhashseed,n_evaluable,n_flag,flag_rate,flag_rate_mc_se,mean_n_admissible_p0,frac_reps_with_level_dropped,description,pair_tag,casemix_arm,unfair_arm,casemix_true_auc_by_level,unfair_true_auc_by_level,casemix_prevalence_by_level,unfair_prevalence_by_level,casemix_true_max_excess_auc,unfair_true_max_excess_auc,statistic_direction,n_evaluable_casemix,n_evaluable_unfair,discrimination_auc,discrimination_auc_se,discrimination_auc_lo95,discrimination_auc_hi95,casemix_flag_rate,unfair_flag_rate
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,permutation_null,True,1000,999,0.05,42.0,1457553593.0,0,1000.0,314.0,0.314,0.01467664811869522,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,diciccio2020,True,1000,999,0.05,42.0,1457553593.0,0,1000.0,305.0,0.305,0.014559361249725209,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,lum2022,True,1000,999,0.05,42.0,1457553593.0,0,1000.0,377.0,0.377,0.01532550162311172,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,four_fifths,True,1000,999,0.05,42.0,1457553593.0,0,1000.0,3.0,0.003,0.001729450779872038,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,fixed_threshold_005,True,1000,999,0.05,42.0,1457553593.0,0,1000.0,677.0,0.677,0.014787528529135624,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,lum2022_cochranQ,True,1000,999,0.05,42.0,1457553593.0,0,0.0,0.0,,,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,lum2022_bootstrapCI,True,1000,999,0.05,42.0,1457553593.0,0,0.0,0.0,,,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,calibration_cox,False,1000,999,0.05,42.0,1457553593.0,0,1000.0,49.0,0.049,0.006826346021115542,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d050,1.3307633023835286,True,normal,2000.0,0.2,3.0,0.751448/1/1,,,,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.05000000000038396,0.0,1.0,m30,mbc_excess,False,1000,999,0.05,42.0,1457553593.0,0,1000.0,20.0,0.020449263050152874,0.00447561065005196,3.0,0.0,"MATCHED PAIR d050, CASE-MIX arm: level 0's predictor SD is 0.7514 against 1.0 elsewhere, giving a true AUROC gap of 0.050. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,permutation_null,True,1000,999,0.05,42.0,1126277422.0,0,1000.0,297.0,0.297,0.014449602070645405,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,diciccio2020,True,1000,999,0.05,42.0,1126277422.0,0,1000.0,296.0,0.296,0.01443551176785915,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,lum2022,True,1000,999,0.05,42.0,1126277422.0,0,1000.0,367.0,0.367,0.015241751867813621,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,four_fifths,True,1000,999,0.05,42.0,1126277422.0,0,1000.0,2.0,0.002,0.0014127986409959489,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,fixed_threshold_005,True,1000,999,0.05,42.0,1126277422.0,0,1000.0,684.0,0.684,0.014701836619960105,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,lum2022_cochranQ,True,1000,999,0.05,42.0,1126277422.0,0,0.0,0.0,,,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,lum2022_bootstrapCI,True,1000,999,0.05,42.0,1126277422.0,0,0.0,0.0,,,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,calibration_cox,False,1000,999,0.05,42.0,1126277422.0,0,1000.0,78.0,0.078,0.008480330182251162,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_unfair_d050,1.2567321474269202,True,normal,2000.0,0.2,3.0,0.795715/1/1,0.605672/0/0,,,0.694643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.04999999999989779,0.04999999999989779,1.0,m30,mbc_excess,False,1000,999,0.05,42.0,1126277422.0,0,1000.0,23.0,0.023521051158288488,0.004792474445492398,3.0,0.0,"MATCHED PAIR d050, UNFAIRNESS arm: level 0's outcome is partly driven by a covariate the model does not use (w=0.6057), giving the SAME true AUROC gap of 0.050 and the same level prevalences. The achievable AUROC is identical in all three levels; the model throws 0.050 of it away for level 0 alone",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d123,2.247138953358494,True,normal,2000.0,0.2,3.0,0.44501/1/1,,,,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.12300000001033895,0.0,1.0000000000000002,m30,permutation_null,True,1000,999,0.05,42.0,23735795.0,0,1000.0,948.0,0.948,0.007021111023192843,3.0,0.0,"MATCHED PAIR d123, CASE-MIX arm: level 0's predictor SD is 0.4450 against 1.0 elsewhere, giving a true AUROC gap of 0.123. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d123,2.247138953358494,True,normal,2000.0,0.2,3.0,0.44501/1/1,,,,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.12300000001033895,0.0,1.0000000000000002,m30,diciccio2020,True,1000,999,0.05,42.0,23735795.0,0,1000.0,946.0,0.946,0.0071473071852271785,3.0,0.0,"MATCHED PAIR d123, CASE-MIX arm: level 0's predictor SD is 0.4450 against 1.0 elsewhere, giving a true AUROC gap of 0.123. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d123,2.247138953358494,True,normal,2000.0,0.2,3.0,0.44501/1/1,,,,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.12300000001033895,0.0,1.0000000000000002,m30,lum2022,True,1000,999,0.05,42.0,23735795.0,0,1000.0,970.0,0.97,0.0053944415837044735,3.0,0.0,"MATCHED PAIR d123, CASE-MIX arm: level 0's predictor SD is 0.4450 against 1.0 elsewhere, giving a true AUROC gap of 0.123. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_casemix_d123,2.247138953358494,True,normal,2000.0,0.2,3.0,0.44501/1/1,,,,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.12300000001033895,0.0,1.0000000000000002,m30,four_fifths,True,1000,999,0.05,42.0,23735795.0,0,1000.0,294.0,0.294,0.014407081592050487,3.0,0.0,"MATCHED PAIR d123, CASE-MIX arm: level 0's predictor SD is 0.4450 against 1.0 elsewhere, giving a true AUROC gap of 0.123. The model is the exact data-generating probability and is Bayes-optimal in every level; zero unfairness",,,,,,,,,,,,,,,,,,
