row_type,family,geometry,sd_ratio,equalize_prevalence,lp_dist,n,prevalence,n_levels,scales,unfair_w,miscal_slope,miscal_intercept,true_auc_by_level,oracle_auc_by_level,prevalence_by_level,true_auc_gap,true_max_excess_auc,prevalence_ratio,rule,method,is_one_of_the_five,n_sims,n_perm,alpha,seed,geometry_seed_word,pythonhashseed,n_evaluable,n_flag,flag_rate,flag_rate_mc_se,mean_n_admissible_p0,frac_reps_with_level_dropped,description,pair_tag,casemix_arm,unfair_arm,casemix_true_auc_by_level,unfair_true_auc_by_level,casemix_prevalence_by_level,unfair_prevalence_by_level,casemix_true_max_excess_auc,unfair_true_max_excess_auc,statistic_direction,n_evaluable_casemix,n_evaluable_unfair,discrimination_auc,discrimination_auc_se,discrimination_auc_lo95,discrimination_auc_hi95,casemix_flag_rate,unfair_flag_rate
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,diciccio2020,True,1000,999,0.05,42.0,38715369.0,0,1000.0,50.0,0.05,0.006892024376045111,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,lum2022,True,1000,999,0.05,42.0,38715369.0,0,1000.0,76.0,0.076,0.008379976133617566,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,four_fifths,True,1000,999,0.05,42.0,38715369.0,0,1000.0,0.0,0.0,0.0,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,fixed_threshold_005,True,1000,999,0.05,42.0,38715369.0,0,1000.0,266.0,0.266,0.013972973913952606,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,lum2022_cochranQ,True,1000,999,0.05,42.0,38715369.0,0,0.0,0.0,,,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,lum2022_bootstrapCI,True,1000,999,0.05,42.0,38715369.0,0,0.0,0.0,,,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,calibration_cox,False,1000,999,0.05,42.0,38715369.0,0,1000.0,1000.0,1.0,0.0,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_calib_intercept,1.0,True,normal,2000.0,0.2,3.0,1/1/1,,,1/0/0,0.744643/0.744643/0.744643,0.744643/0.744643/0.744643,0.2/0.2/0.2,0.0,0.0,1.0,m30,mbc_excess,False,1000,999,0.05,42.0,38715369.0,0,1000.0,16.0,0.01657109880307695,0.004036892057949483,3.0,0.0,SUBGROUP-SPECIFIC MISCALIBRATION IN THE LARGE: level 0's risks are inflated by one logit. True AUROC exactly equal in every subgroup; systematic over-prediction for one,,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,permutation_null,True,1000,999,0.05,42.0,543591123.0,0,1000.0,940.0,0.94,0.007509993342207438,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,diciccio2020,True,1000,999,0.05,42.0,543591123.0,0,1000.0,935.0,0.935,0.0077958322198467015,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,lum2022,True,1000,999,0.05,42.0,543591123.0,0,1000.0,957.0,0.957,0.006414904519944161,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,four_fifths,True,1000,999,0.05,42.0,543591123.0,0,1000.0,316.0,0.316,0.014701836619960105,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,fixed_threshold_005,True,1000,999,0.05,42.0,543591123.0,0,1000.0,992.0,0.992,0.0028170906978654425,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,lum2022_cochranQ,True,1000,999,0.05,42.0,543591123.0,0,0.0,0.0,,,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,lum2022_bootstrapCI,True,1000,999,0.05,42.0,543591123.0,0,0.0,0.0,,,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,calibration_cox,False,1000,999,0.05,42.0,543591123.0,0,1000.0,92.0,0.092,0.00913980306133562,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
cell,positive_control,pc_both_d123,2.1223179688169966,True,normal,2000.0,0.2,3.0,0.471183/1/1,0.605672/0/0,,,0.621643/0.744643/0.744643,0.6981/0.744643/0.744643,0.2/0.2/0.2,0.12300000000156286,0.07645751663153977,1.0000000000000004,m30,mbc_excess,False,1000,999,0.05,42.0,543591123.0,0,1000.0,22.0,0.02293726590399639,0.004734041374644476,3.0,0.0,"BOTH mechanisms at once: level 0 has both a narrower predictor distribution and a covariate the model ignores. Total true AUROC gap 0.123, of which 0.050 is genuine unfairness (the excess of achievable over delivered) and the remaining 0.073 is case mix",,,,,,,,,,,,,,,,,,
matched_pair_discrimination,positive_control,pc_d050,,,,,,,,,,,,,,0.05,,,m30,permutation_null__p,True,1000,999,,,,,,,,,,,,d050,pc_casemix_d050,pc_unfair_d050,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.04999999999989779,higher means more evidence of a problem,1000.0,1000.0,0.4971395,0.012920195142567393,0.47181591752056795,0.5224630824794321,0.314,0.297
matched_pair_discrimination,positive_control,pc_d050,,,,,,,,,,,,,,0.05,,,m30,diciccio2020__p,True,1000,999,,,,,,,,,,,,d050,pc_casemix_d050,pc_unfair_d050,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.04999999999989779,higher means more evidence of a problem,1000.0,1000.0,0.498993,0.012919581978551028,0.47367061932204,0.52431538067796,0.305,0.296
matched_pair_discrimination,positive_control,pc_d050,,,,,,,,,,,,,,0.05,,,m30,lum2022__p,True,1000,999,,,,,,,,,,,,d050,pc_casemix_d050,pc_unfair_d050,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.04999999999989779,higher means more evidence of a problem,1000.0,1000.0,0.497319,0.012921011764680931,0.4719938169412254,0.5226441830587747,0.377,0.367
matched_pair_discrimination,positive_control,pc_d050,,,,,,,,,,,,,,0.05,,,m30,maxmin_gap,True,1000,999,,,,,,,,,,,,d050,pc_casemix_d050,pc_unfair_d050,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.04999999999989779,higher means more evidence of a problem,1000.0,1000.0,0.494851,0.012921046592402764,0.4695257486788906,0.5201762513211095,0.677,0.684
matched_pair_discrimination,positive_control,pc_d050,,,,,,,,,,,,,,0.05,,,m30,four_fifths_ratio,True,1000,999,,,,,,,,,,,,d050,pc_casemix_d050,pc_unfair_d050,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.04999999999989779,higher means more evidence of a problem,1000.0,1000.0,0.49384100000000003,0.012920986391422574,0.4685158666728118,0.5191661333271883,0.003,0.002
matched_pair_discrimination,positive_control,pc_d050,,,,,,,,,,,,,,0.05,,,m30,calibration_cox__p,False,1000,999,,,,,,,,,,,,d050,pc_casemix_d050,pc_unfair_d050,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.04999999999989779,higher means more evidence of a problem,1000.0,1000.0,0.5553275,0.012699536180770804,0.5304364090856892,0.5802185909143107,0.049,0.078
matched_pair_discrimination,positive_control,pc_d050,,,,,,,,,,,,,,0.05,,,m30,mbc_excess,False,1000,999,,,,,,,,,,,,d050,pc_casemix_d050,pc_unfair_d050,0.694643/0.744643/0.744643,0.694643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.04999999999989779,higher means more evidence of a problem,1000.0,1000.0,0.5475979999999999,0.012845969318028115,0.5224199001366648,0.572776099863335,0.020449263050152874,0.023521051158288488
matched_pair_discrimination,positive_control,pc_d123,,,,,,,,,,,,,,0.123,,,m30,permutation_null__p,True,1000,999,,,,,,,,,,,,d123,pc_casemix_d123,pc_unfair_d123,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.12300000000850775,higher means more evidence of a problem,1000.0,1000.0,0.5056130000000001,0.011595372228571151,0.48288607043200066,0.5283399295679996,0.948,0.95
matched_pair_discrimination,positive_control,pc_d123,,,,,,,,,,,,,,0.123,,,m30,diciccio2020__p,True,1000,999,,,,,,,,,,,,d123,pc_casemix_d123,pc_unfair_d123,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.12300000000850775,higher means more evidence of a problem,1000.0,1000.0,0.505058,0.01184651037563721,0.4818388396637511,0.5282771603362489,0.946,0.947
matched_pair_discrimination,positive_control,pc_d123,,,,,,,,,,,,,,0.123,,,m30,lum2022__p,True,1000,999,,,,,,,,,,,,d123,pc_casemix_d123,pc_unfair_d123,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.12300000000850775,higher means more evidence of a problem,1000.0,1000.0,0.507539,0.012918308079684493,0.48221911616381835,0.5328588838361815,0.97,0.967
matched_pair_discrimination,positive_control,pc_d123,,,,,,,,,,,,,,0.123,,,m30,maxmin_gap,True,1000,999,,,,,,,,,,,,d123,pc_casemix_d123,pc_unfair_d123,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.12300000000850775,higher means more evidence of a problem,1000.0,1000.0,0.513352,0.012912870262277493,0.4880427742859361,0.5386612257140639,0.997,0.998
matched_pair_discrimination,positive_control,pc_d123,,,,,,,,,,,,,,0.123,,,m30,four_fifths_ratio,True,1000,999,,,,,,,,,,,,d123,pc_casemix_d123,pc_unfair_d123,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.12300000000850775,higher means more evidence of a problem,1000.0,1000.0,0.513714,0.01291334127136702,0.4884038511081206,0.5390241488918793,0.294,0.319
matched_pair_discrimination,positive_control,pc_d123,,,,,,,,,,,,,,0.123,,,m30,calibration_cox__p,False,1000,999,,,,,,,,,,,,d123,pc_casemix_d123,pc_unfair_d123,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.12300000000850775,higher means more evidence of a problem,1000.0,1000.0,0.7434504999999999,0.010846968716181947,0.7221904413162833,0.7647105586837165,0.051,0.293
matched_pair_discrimination,positive_control,pc_d123,,,,,,,,,,,,,,0.123,,,m30,mbc_excess,False,1000,999,,,,,,,,,,,,d123,pc_casemix_d123,pc_unfair_d123,0.621643/0.744643/0.744643,0.621643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.12300000000850775,higher means more evidence of a problem,1000.0,1000.0,0.589687,0.012650053356089526,0.5648928954220644,0.6144811045779355,0.020807599278587014,0.026799571711724427
matched_pair_discrimination,positive_control,pc_d200,,,,,,,,,,,,,,0.2,,,m30,permutation_null__p,True,1000,999,,,,,,,,,,,,d200,pc_casemix_d200,pc_unfair_d200,0.544643/0.744643/0.744643,0.544643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.20000000004546736,higher means more evidence of a problem,1000.0,1000.0,0.49650199999999994,0.0025806491900764515,0.4914439275874501,0.5015600724125497,1.0,1.0
matched_pair_discrimination,positive_control,pc_d200,,,,,,,,,,,,,,0.2,,,m30,diciccio2020__p,True,1000,999,,,,,,,,,,,,d200,pc_casemix_d200,pc_unfair_d200,0.544643/0.744643/0.744643,0.544643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.20000000004546736,higher means more evidence of a problem,1000.0,1000.0,0.4964849999999998,0.002673252668535062,0.4912454247696711,0.5017245752303285,1.0,1.0
matched_pair_discrimination,positive_control,pc_d200,,,,,,,,,,,,,,0.2,,,m30,lum2022__p,True,1000,999,,,,,,,,,,,,d200,pc_casemix_d200,pc_unfair_d200,0.544643/0.744643/0.744643,0.544643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.20000000004546736,higher means more evidence of a problem,1000.0,1000.0,0.491238,0.012914982054709695,0.465924635172769,0.516551364827231,1.0,1.0
matched_pair_discrimination,positive_control,pc_d200,,,,,,,,,,,,,,0.2,,,m30,maxmin_gap,True,1000,999,,,,,,,,,,,,d200,pc_casemix_d200,pc_unfair_d200,0.544643/0.744643/0.744643,0.544643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.20000000004546736,higher means more evidence of a problem,1000.0,1000.0,0.49092499999999994,0.012915311921592605,0.46561098863367845,0.5162390113663214,1.0,1.0
matched_pair_discrimination,positive_control,pc_d200,,,,,,,,,,,,,,0.2,,,m30,four_fifths_ratio,True,1000,999,,,,,,,,,,,,d200,pc_casemix_d200,pc_unfair_d200,0.544643/0.744643/0.744643,0.544643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.20000000004546736,higher means more evidence of a problem,1000.0,1000.0,0.49324900000000005,0.012918675713097693,0.4679283956023286,0.5185696043976715,0.974,0.97
matched_pair_discrimination,positive_control,pc_d200,,,,,,,,,,,,,,0.2,,,m30,calibration_cox__p,False,1000,999,,,,,,,,,,,,d200,pc_casemix_d200,pc_unfair_d200,0.544643/0.744643/0.744643,0.544643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.20000000004546736,higher means more evidence of a problem,1000.0,1000.0,0.839663,0.00870023732386028,0.8226105348452339,0.8567154651547662,0.047,0.502
matched_pair_discrimination,positive_control,pc_d200,,,,,,,,,,,,,,0.2,,,m30,mbc_excess,False,1000,999,,,,,,,,,,,,d200,pc_casemix_d200,pc_unfair_d200,0.544643/0.744643/0.744643,0.544643/0.744643/0.744643,0.2/0.2/0.2,0.2/0.2/0.2,0.0,0.20000000004546736,higher means more evidence of a problem,1000.0,1000.0,0.545189,0.012843552912236138,0.5200156362920172,0.5703623637079829,0.020013681205345656,0.023517479323906073
