row_type,family,geometry,sd_ratio,equalize_prevalence,lp_dist,n,prevalence,n_levels,scales,unfair_w,miscal_slope,miscal_intercept,true_auc_by_level,oracle_auc_by_level,prevalence_by_level,true_auc_gap,true_max_excess_auc,prevalence_ratio,rule,method,is_one_of_the_five,n_sims,n_perm,alpha,seed,geometry_seed_word,pythonhashseed,n_evaluable,n_flag,flag_rate,flag_rate_mc_se,mean_n_admissible_p0,frac_reps_with_level_dropped,description
cell,sd_ratio_sweep,sweep_sdr_1100,1.1,False,normal,2000,0.2,3,0.953463/1/1.04881,,,,0.736039/0.744645/0.753337,0.736039/0.744645/0.753337,0.196927/0.199937/0.203145,0.017298914916666686,0.0,1.031573361937666,m30,fixed_threshold_005,True,1000,999,0.05,42,2144117681,0,1000,313,0.313,0.014663935351739656,3.0,0.0,SD-ratio sweep at 1.100: per-level linear-predictor SD 0.953/1.000/1.049
cell,sd_ratio_sweep,sweep_sdr_1100,1.1,False,normal,2000,0.2,3,0.953463/1/1.04881,,,,0.736039/0.744645/0.753337,0.736039/0.744645/0.753337,0.196927/0.199937/0.203145,0.017298914916666686,0.0,1.031573361937666,m30,four_fifths,True,1000,999,0.05,42,2144117681,0,1000,0,0.0,0.0,3.0,0.0,SD-ratio sweep at 1.100: per-level linear-predictor SD 0.953/1.000/1.049
cell,sd_ratio_sweep,sweep_sdr_1100,1.1,False,normal,2000,0.2,3,0.953463/1/1.04881,,,,0.736039/0.744645/0.753337,0.736039/0.744645/0.753337,0.196927/0.199937/0.203145,0.017298914916666686,0.0,1.031573361937666,m30,lum2022,True,1000,999,0.05,42,2144117681,0,1000,83,0.083,0.008724161850859944,3.0,0.0,SD-ratio sweep at 1.100: per-level linear-predictor SD 0.953/1.000/1.049
cell,sd_ratio_sweep,sweep_sdr_1100,1.1,False,normal,2000,0.2,3,0.953463/1/1.04881,,,,0.736039/0.744645/0.753337,0.736039/0.744645/0.753337,0.196927/0.199937/0.203145,0.017298914916666686,0.0,1.031573361937666,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,2144117681,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.100: per-level linear-predictor SD 0.953/1.000/1.049
cell,sd_ratio_sweep,sweep_sdr_1100,1.1,False,normal,2000,0.2,3,0.953463/1/1.04881,,,,0.736039/0.744645/0.753337,0.736039/0.744645/0.753337,0.196927/0.199937/0.203145,0.017298914916666686,0.0,1.031573361937666,m30,lum2022_cochranQ,True,1000,999,0.05,42,2144117681,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.100: per-level linear-predictor SD 0.953/1.000/1.049
cell,sd_ratio_sweep,sweep_sdr_1100,1.1,False,normal,2000,0.2,3,0.953463/1/1.04881,,,,0.736039/0.744645/0.753337,0.736039/0.744645/0.753337,0.196927/0.199937/0.203145,0.017298914916666686,0.0,1.031573361937666,m30,mbc_excess,False,1000,999,0.05,42,2144117681,0,1000,19,0.019261731150175435,0.0043463452305671476,3.0,0.0,SD-ratio sweep at 1.100: per-level linear-predictor SD 0.953/1.000/1.049
cell,sd_ratio_sweep,sweep_sdr_1100,1.1,False,normal,2000,0.2,3,0.953463/1/1.04881,,,,0.736039/0.744645/0.753337,0.736039/0.744645/0.753337,0.196927/0.199937/0.203145,0.017298914916666686,0.0,1.031573361937666,m30,permutation_null,True,1000,999,0.05,42,2144117681,0,1000,67,0.067,0.007906389820898032,3.0,0.0,SD-ratio sweep at 1.100: per-level linear-predictor SD 0.953/1.000/1.049
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,calibration_cox,False,1000,999,0.05,42,565321286,0,1000,46,0.046,0.006624499981130651,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,diciccio2020,True,1000,999,0.05,42,565321286,0,1000,135,0.135,0.010806248192596726,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,fixed_threshold_005,True,1000,999,0.05,42,565321286,0,1000,490,0.49,0.0158082257068907,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,four_fifths,True,1000,999,0.05,42,565321286,0,1000,0,0.0,0.0,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,lum2022,True,1000,999,0.05,42,565321286,0,1000,175,0.175,0.012015614840697915,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,565321286,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,lum2022_cochranQ,True,1000,999,0.05,42,565321286,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,mbc_excess,False,1000,999,0.05,42,565321286,0,1000,18,0.01893852068974459,0.004310435375206164,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
cell,sd_ratio_sweep,sweep_sdr_1222,1.222,False,normal,2000,0.2,3,0.904616/1/1.10544,,,,0.726673/0.744654/0.763011,0.726673/0.744654/0.763011,0.193607/0.199713/0.206699,0.03633876571804551,0.0,1.0676239702407828,m30,permutation_null,True,1000,999,0.05,42,565321286,0,1000,141,0.141,0.011005407761641547,3.0,0.0,SD-ratio sweep at 1.222: per-level linear-predictor SD 0.905/1.000/1.105
