row_type,family,geometry,sd_ratio,equalize_prevalence,lp_dist,n,prevalence,n_levels,scales,unfair_w,miscal_slope,miscal_intercept,true_auc_by_level,oracle_auc_by_level,prevalence_by_level,true_auc_gap,true_max_excess_auc,prevalence_ratio,rule,method,is_one_of_the_five,n_sims,n_perm,alpha,seed,geometry_seed_word,pythonhashseed,n_evaluable,n_flag,flag_rate,flag_rate_mc_se,mean_n_admissible_p0,frac_reps_with_level_dropped,description
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,calibration_cox,False,1000,999,0.05,42,16640429,0,1000,53,0.053,0.00708456067798138,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,diciccio2020,True,1000,999,0.05,42,16640429,0,1000,200,0.2,0.01264911064067352,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,fixed_threshold_005,True,1000,999,0.05,42,16640429,0,1000,552,0.552,0.015725647840391186,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,four_fifths,True,1000,999,0.05,42,16640429,0,1000,0,0.0,0.0,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,lum2022,True,1000,999,0.05,42,16640429,0,1000,244,0.244,0.013581752464244074,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,16640429,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,lum2022_cochranQ,True,1000,999,0.05,42,16640429,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,mbc_excess,False,1000,999,0.05,42,16640429,0,1000,20,0.020491868979916752,0.0044801732428140185,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1250,1.25,False,normal,2000,0.2,3,0.894427/1/1.11803,,,,0.724675/0.744657/0.765103,0.724675/0.744657/0.765103,0.1929/0.199644/0.207477,0.04042774670481952,0.0,1.0755645696672942,m30,permutation_null,True,1000,999,0.05,42,16640429,0,1000,200,0.2,0.01264911064067352,3.0,0.0,SD-ratio sweep at 1.250: per-level linear-predictor SD 0.894/1.000/1.118
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,calibration_cox,False,1000,999,0.05,42,20939674,0,1000,51,0.051,0.00695693898205238,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,diciccio2020,True,1000,999,0.05,42,20939674,0,1000,289,0.289,0.0143345387090063,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,fixed_threshold_005,True,1000,999,0.05,42,20939674,0,1000,629,0.629,0.015276092432294327,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,four_fifths,True,1000,999,0.05,42,20939674,0,1000,1,0.001,0.0009994998749374609,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,lum2022,True,1000,999,0.05,42,20939674,0,1000,351,0.351,0.015093011627902497,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,20939674,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,lum2022_cochranQ,True,1000,999,0.05,42,20939674,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,mbc_excess,False,1000,999,0.05,42,20939674,0,1000,19,0.019164343931662834,0.00433555900125137,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1350,1.35,False,normal,2000,0.2,3,0.860663/1/1.1619,,,,0.717949/0.744668/0.772223,0.717949/0.744668/0.772223,0.190523/0.199354/0.210152,0.05427425561180155,0.0,1.10302930278916,m30,permutation_null,True,1000,999,0.05,42,20939674,0,1000,297,0.297,0.014449602070645405,3.0,0.0,SD-ratio sweep at 1.350: per-level linear-predictor SD 0.861/1.000/1.162
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,calibration_cox,False,1000,999,0.05,42,74487071,0,1000,32,0.032,0.005565608681896348,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,diciccio2020,True,1000,999,0.05,42,74487071,0,1000,397,0.397,0.01547226550961429,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,fixed_threshold_005,True,1000,999,0.05,42,74487071,0,1000,779,0.779,0.01312093746650749,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,four_fifths,True,1000,999,0.05,42,74487071,0,1000,1,0.001,0.0009994998749374609,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,lum2022,True,1000,999,0.05,42,74487071,0,1000,482,0.482,0.01580113919943749,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,74487071,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,lum2022_cochranQ,True,1000,999,0.05,42,74487071,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,mbc_excess,False,1000,999,0.05,42,74487071,0,1000,19,0.01963910354135802,0.004387870685588836,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1450,1.4500000000000002,False,normal,2000,0.2,3,0.830455/1/1.20416,,,,0.71179/0.744681/0.778846,0.71179/0.744681/0.778846,0.188343/0.199008/0.212684,0.06705547301690606,0.0,1.1292373027799683,m30,permutation_null,True,1000,999,0.05,42,74487071,0,1000,405,0.405,0.015523369479594306,3.0,0.0,SD-ratio sweep at 1.450: per-level linear-predictor SD 0.830/1.000/1.204
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,calibration_cox,False,1000,999,0.05,42,2026179437,0,1000,41,0.041,0.006270486424512854,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,diciccio2020,True,1000,999,0.05,42,2026179437,0,1000,473,0.473,0.01578831846651188,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,fixed_threshold_005,True,1000,999,0.05,42,2026179437,0,1000,828,0.828,0.011933817494833748,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,four_fifths,True,1000,999,0.05,42,2026179437,0,1000,7,0.007,0.0026364749192814255,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,lum2022,True,1000,999,0.05,42,2026179437,0,1000,553,0.553,0.01572230899073034,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,2026179437,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,lum2022_cochranQ,True,1000,999,0.05,42,2026179437,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,mbc_excess,False,1000,999,0.05,42,2026179437,0,1000,18,0.018627090404922123,0.004275525921798274,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1500,1.4999999999999998,False,normal,2000,0.2,3,0.816497/1/1.22474,,,,0.7089/0.744689/0.781988,0.7089/0.744689/0.781988,0.187318/0.198818/0.213902,0.07308877470424135,0.0,1.1419198546561338,m30,permutation_null,True,1000,999,0.05,42,2026179437,0,1000,481,0.481,0.01579996835439869,3.0,0.0,SD-ratio sweep at 1.500: per-level linear-predictor SD 0.816/1.000/1.225
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,calibration_cox,False,1000,999,0.05,42,2055451956,0,1000,61,0.061,0.0075682891065286355,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,diciccio2020,True,1000,999,0.05,42,2055451956,0,1000,610,0.61,0.01542400726140908,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,fixed_threshold_005,True,1000,999,0.05,42,2055451956,0,1000,887,0.887,0.010011543337567888,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,four_fifths,True,1000,999,0.05,42,2055451956,0,1000,7,0.007,0.0026364749192814255,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,lum2022,True,1000,999,0.05,42,2055451956,0,1000,682,0.682,0.014726710426975875,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,2055451956,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,lum2022_cochranQ,True,1000,999,0.05,42,2055451956,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,mbc_excess,False,1000,999,0.05,42,2055451956,0,1000,19,0.01973252599255129,0.004398085198186203,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1600,1.6,False,normal,2000,0.2,3,0.790569/1/1.26491,,,,0.703455/0.744705/0.787967,0.703455/0.744705/0.787967,0.185381/0.198412/0.216251,0.0845123304516292,0.0,1.1665251162036885,m30,permutation_null,True,1000,999,0.05,42,2055451956,0,1000,617,0.617,0.015372410351015223,3.0,0.0,SD-ratio sweep at 1.600: per-level linear-predictor SD 0.791/1.000/1.265
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,calibration_cox,False,1000,999,0.05,42,104213318,0,1000,51,0.051,0.00695693898205238,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,diciccio2020,True,1000,999,0.05,42,104213318,0,1000,791,0.791,0.012857643641040918,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,fixed_threshold_005,True,1000,999,0.05,42,104213318,0,1000,961,0.961,0.006122009474020767,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,four_fifths,True,1000,999,0.05,42,104213318,0,1000,28,0.028,0.005216895628628198,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,lum2022,True,1000,999,0.05,42,104213318,0,1000,829,0.829,0.011906258858264422,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,104213318,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,lum2022_cochranQ,True,1000,999,0.05,42,104213318,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,mbc_excess,False,1000,999,0.05,42,104213318,0,1000,19,0.019395038744030133,0.004361063083257075,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1750,1.75,False,normal,2000,0.2,3,0.755929/1/1.32288,,,,0.696027/0.744731/0.796248,0.696027/0.744731/0.796248,0.182719/0.197752/0.219581,0.10022020607382298,0.0,1.2017389387638853,m30,permutation_null,True,1000,999,0.05,42,104213318,0,1000,784,0.784,0.013013224043256921,3.0,0.0,SD-ratio sweep at 1.750: per-level linear-predictor SD 0.756/1.000/1.323
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,calibration_cox,False,1000,999,0.05,42,1910501897,0,1000,66,0.066,0.007851369307324678,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,diciccio2020,True,1000,999,0.05,42,1910501897,0,1000,870,0.87,0.010634848376916336,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,fixed_threshold_005,True,1000,999,0.05,42,1910501897,0,1000,972,0.972,0.005216895628628201,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,four_fifths,True,1000,999,0.05,42,1910501897,0,1000,74,0.074,0.00827792244467173,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,lum2022,True,1000,999,0.05,42,1910501897,0,1000,891,0.891,0.009854897259738428,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,lum2022_bootstrapCI,True,1000,999,0.05,42,1910501897,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,lum2022_cochranQ,True,1000,999,0.05,42,1910501897,0,0,0,,,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
cell,sd_ratio_sweep,sweep_sdr_1900,1.9,False,normal,2000,0.2,3,0.725476/1/1.3784,,,,0.689355/0.744758/0.80381,0.689355/0.744758/0.80381,0.180303/0.197048/0.222708,0.11445472577962335,0.0,1.2351888949196088,m30,mbc_excess,False,1000,999,0.05,42,1910501897,0,1000,19,0.019865794656263785,0.00441261202225382,3.0,0.0,SD-ratio sweep at 1.900: per-level linear-predictor SD 0.725/1.000/1.378
