cohort,cohort_label,is_clinical,rule,partition,partition_key,model_class,is_published_class,seed,spec_id,n_train,n_test,train_prevalence,test_prevalence,n_levels_admissible,partition_sd_ratio,partition_iqr_ratio,partition_min_lp_sd,partition_max_lp_sd,partition_observed_auc_gap,partition_level_prevalence_ratio,overall_auc,frac_lp_clipped,fit_runtime_s
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,2,1.112546484337417,1.1167193370194577,1.4883497955525615,1.655858332506316,0.0290703505262203,1.574169884251969,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,8,1.2640774097875844,1.4006595928366872,1.5485684004428666,1.9575103325107217,0.1221532011590947,2.308771929824562,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,7,1.1842812698162808,1.2077798565820024,1.4841077297918626,1.7576009867820648,0.0544080866461588,2.134070796460177,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,2,1.0292486129570115,1.1700564195199172,1.616408207126872,1.663685905157663,0.0554207682374988,1.515031292938,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,4,1.5981586249465296,1.6061238843703185,0.992489898006389,1.586156290671212,0.1126464201202993,6.2188398444106205,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,2,1.112546484337417,1.1167193370194577,1.4883497955525615,1.655858332506316,0.0290703505262203,1.574169884251969,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,8,1.2640774097875844,1.4006595928366872,1.5485684004428666,1.9575103325107217,0.1221532011590947,2.308771929824562,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,7,1.1842812698162808,1.2077798565820024,1.4841077297918626,1.7576009867820648,0.0544080866461588,2.134070796460177,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,hgb_deep,False,45.0,hgb_deep|s45,35910,8978,0.2108047897521581,0.2107373579861884,2,1.0292486129570115,1.1700564195199172,1.616408207126872,1.663685905157663,0.0554207682374988,1.515031292938,0.7413408671716079,0.0,1.2727369000203907
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,6,1.572613725428555,1.5633357464029585,1.0049032339159063,1.5803246183836963,0.203339517625232,8.722725786799012,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,2,1.1035347384498828,1.1547529470053162,1.4160557917956114,1.5626667578296116,0.0098725914181757,1.5102841084703371,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,8,1.499116708986483,1.4218626972865558,1.3328100920392991,1.9980378788819253,0.184923076923077,2.971242331288344,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,7,1.1695940212914842,1.1927309739330934,1.4142196802580635,1.6540628828225854,0.1019590343968792,2.1679716629381063,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,2,1.100734004103337,1.0275575440168494,1.4030762047181886,1.5444136888815656,0.0307047852300378,1.3161747440593594,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,4,1.572613725428555,1.5633357464029585,1.0049032339159063,1.5803246183836963,0.0607783612499385,4.283032756716967,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,2,1.1035347384498828,1.1547529470053162,1.4160557917956114,1.5626667578296116,0.0098725914181757,1.5102841084703371,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,8,1.499116708986483,1.4218626972865558,1.3328100920392991,1.9980378788819253,0.184923076923077,2.971242331288344,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,7,1.1695940212914842,1.1927309739330934,1.4142196802580635,1.6540628828225854,0.1019590343968792,2.1679716629381063,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,hgb_deep,False,46.0,hgb_deep|s46,35910,8978,0.2108047897521581,0.2107373579861884,2,1.100734004103337,1.0275575440168494,1.4030762047181886,1.5444136888815656,0.0307047852300378,1.3161747440593594,0.737834339993281,0.0,1.2588950000354089
brfss2024,BRFSS 2024,True,m30,age_group,brfss2024|age_group,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,6,1.614405986293613,1.478171870978749,1.011237481751794,1.6325478441045749,0.1657650455306081,7.660377358490567,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,m30,sex,brfss2024|sex,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,2,1.1010566048835178,1.1153142681532973,1.3783542584822326,1.5176460601711856,0.018301656019263,1.4606842268988418,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,m30,race,brfss2024|race,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,8,1.263005065975212,1.3848259701142287,1.4374493117514944,1.815505762824719,0.1955832838185779,1.9445628997867803,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,m30,income,brfss2024|income,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,7,1.2810967562565228,1.4374647674538716,1.3650617478498686,1.748776177260326,0.0811098730991702,2.1775055895790807,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,m30,health_plan,brfss2024|health_plan,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,2,1.121817340690946,1.2830743182429034,1.4973528016341098,1.6797563380053149,0.1104366452732326,1.3378817228805835,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,ev10,age_group,brfss2024|age_group,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,5,1.614405986293613,1.478171870978749,1.011237481751794,1.6325478441045749,0.1657650455306081,5.909433962264151,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,ev10,sex,brfss2024|sex,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,2,1.1010566048835178,1.1153142681532973,1.3783542584822326,1.5176460601711856,0.018301656019263,1.4606842268988418,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,ev10,race,brfss2024|race,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,8,1.263005065975212,1.3848259701142287,1.4374493117514944,1.815505762824719,0.1955832838185779,1.9445628997867803,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,ev10,income,brfss2024|income,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,7,1.2810967562565228,1.4374647674538716,1.3650617478498686,1.748776177260326,0.0811098730991702,2.1775055895790807,0.745466785592172,0.0,1.2301697000511922
brfss2024,BRFSS 2024,True,ev10,health_plan,brfss2024|health_plan,hgb_deep,False,47.0,hgb_deep|s47,35910,8978,0.2108047897521581,0.2107373579861884,2,1.121817340690946,1.2830743182429034,1.4973528016341098,1.6797563380053149,0.1104366452732326,1.3378817228805835,0.745466785592172,0.0,1.2301697000511922
adult_income,Adult Income,False,m30,sex,adult_income|sex,published,False,,published,36177,9045,0.247837023523233,0.2478717523493643,2,1.4064712340883565,1.6155754466715655,2.2434191417865543,3.1553044889259767,0.0576851901820254,2.465230670729432,0.8901892734262302,0.0049751243781094,0.0019333999953232
adult_income,Adult Income,False,m30,race,adult_income|race,published,False,,published,36177,9045,0.247837023523233,0.2478717523493643,5,1.7616019550411504,1.3783140390695396,1.936107377037995,3.410650540559726,0.080809796535603,2.48062015503876,0.8901892734262302,0.0049751243781094,0.0019333999953232
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,published,False,,published,36177,9045,0.247837023523233,0.2478717523493643,2,1.34622946536206,1.0710021964916705,2.471457417679346,3.327148798067564,0.0672677724969119,2.2321482599315607,0.8901892734262302,0.0049751243781094,0.0019333999953232
adult_income,Adult Income,False,ev10,sex,adult_income|sex,published,False,,published,36177,9045,0.247837023523233,0.2478717523493643,2,1.4064712340883565,1.6155754466715655,2.2434191417865543,3.1553044889259767,0.0576851901820254,2.465230670729432,0.8901892734262302,0.0049751243781094,0.0019333999953232
adult_income,Adult Income,False,ev10,race,adult_income|race,published,False,,published,36177,9045,0.247837023523233,0.2478717523493643,4,1.6877216073464734,1.2868454066376052,2.020860861005468,3.410650540559726,0.080809796535603,2.106851037083595,0.8901892734262302,0.0049751243781094,0.0019333999953232
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,published,False,,published,36177,9045,0.247837023523233,0.2478717523493643,2,1.34622946536206,1.0710021964916705,2.471457417679346,3.327148798067564,0.0672677724969119,2.2321482599315607,0.8901892734262302,0.0049751243781094,0.0019333999953232
adult_income,Adult Income,False,m30,sex,adult_income|sex,xgb_published,False,42.0,xgb_published|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.1329737394149992,1.2258929286070868,2.331031020114016,2.640996931550937,0.0566061018188663,2.648510085035937,0.9179259609321228,0.0,0.2542853000340983
adult_income,Adult Income,False,m30,race,adult_income|race,xgb_published,False,42.0,xgb_published|s42,36177,9045,0.247837023523233,0.2478717523493643,5,1.1662255136781208,1.308773327072629,2.361489030865757,2.7540287580666654,0.1415470494417862,2.799342105263157,0.9179259609321228,0.0,0.2542853000340983
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,xgb_published,False,42.0,xgb_published|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.1663339575491924,1.374524896062728,2.2412982204502474,2.6141022235057,0.0502032968337413,2.2205295618977114,0.9179259609321228,0.0,0.2542853000340983
adult_income,Adult Income,False,ev10,sex,adult_income|sex,xgb_published,False,42.0,xgb_published|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.1329737394149992,1.2258929286070868,2.331031020114016,2.640996931550937,0.0566061018188663,2.648510085035937,0.9179259609321228,0.0,0.2542853000340983
adult_income,Adult Income,False,ev10,race,adult_income|race,xgb_published,False,42.0,xgb_published|s42,36177,9045,0.247837023523233,0.2478717523493643,4,1.1662255136781208,1.308773327072629,2.361489030865757,2.7540287580666654,0.1381297003919068,2.393540669856459,0.9179259609321228,0.0,0.2542853000340983
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,xgb_published,False,42.0,xgb_published|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.1663339575491924,1.374524896062728,2.2412982204502474,2.6141022235057,0.0502032968337413,2.2205295618977114,0.9179259609321228,0.0,0.2542853000340983
adult_income,Adult Income,False,m30,sex,adult_income|sex,xgb_published,False,43.0,xgb_published|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.2032862288658694,1.30718326823316,2.2157914484915358,2.666231336008622,0.0358792204301366,2.7134956124130047,0.9224101950089448,0.0,0.257892899971921
adult_income,Adult Income,False,m30,race,adult_income|race,xgb_published,False,43.0,xgb_published|s43,36177,9045,0.247837023523233,0.2478717523493643,5,1.1790402481077065,1.3441233889571258,2.294001600975493,2.7047202167736213,0.0872387207310106,2.5897616946160635,0.9224101950089448,0.0,0.257892899971921
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,xgb_published,False,43.0,xgb_published|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.100820753288312,1.2854822888795352,2.311739033009146,2.5448103037231213,0.04006593357505,2.2870363198297543,0.9224101950089448,0.0,0.257892899971921
adult_income,Adult Income,False,ev10,sex,adult_income|sex,xgb_published,False,43.0,xgb_published|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.2032862288658694,1.30718326823316,2.2157914484915358,2.666231336008622,0.0358792204301366,2.7134956124130047,0.9224101950089448,0.0,0.257892899971921
adult_income,Adult Income,False,ev10,race,adult_income|race,xgb_published,False,43.0,xgb_published|s43,36177,9045,0.247837023523233,0.2478717523493643,4,1.1790402481077065,1.3441233889571258,2.294001600975493,2.7047202167736213,0.0872387207310106,2.5897616946160635,0.9224101950089448,0.0,0.257892899971921
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,xgb_published,False,43.0,xgb_published|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.100820753288312,1.2854822888795352,2.311739033009146,2.5448103037231213,0.04006593357505,2.2870363198297543,0.9224101950089448,0.0,0.257892899971921
adult_income,Adult Income,False,m30,sex,adult_income|sex,xgb_published,False,44.0,xgb_published|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.1669088527933873,1.3522987168167004,2.250912792843524,2.6266100648349955,0.0351159907871369,2.544038257504837,0.915755242839682,0.0,0.2677541000302881
adult_income,Adult Income,False,m30,race,adult_income|race,xgb_published,False,44.0,xgb_published|s44,36177,9045,0.247837023523233,0.2478717523493643,5,1.230046621798027,1.3935684689010466,2.1935029052920405,2.698110838558632,0.1455269440344067,2.6822660098522166,0.915755242839682,0.0,0.2677541000302881
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,xgb_published,False,44.0,xgb_published|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.1159655706468106,1.2964298648580586,2.290305100944101,2.555901638930385,0.0484546337473378,2.178851201497548,0.915755242839682,0.0,0.2677541000302881
adult_income,Adult Income,False,ev10,sex,adult_income|sex,xgb_published,False,44.0,xgb_published|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.1669088527933873,1.3522987168167004,2.250912792843524,2.6266100648349955,0.0351159907871369,2.544038257504837,0.915755242839682,0.0,0.2677541000302881
adult_income,Adult Income,False,ev10,race,adult_income|race,xgb_published,False,44.0,xgb_published|s44,36177,9045,0.247837023523233,0.2478717523493643,4,1.230046621798027,1.3935684689010466,2.1935029052920405,2.698110838558632,0.1437814722358047,2.6822660098522166,0.915755242839682,0.0,0.2677541000302881
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,xgb_published,False,44.0,xgb_published|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.1159655706468106,1.2964298648580586,2.290305100944101,2.555901638930385,0.0484546337473378,2.178851201497548,0.915755242839682,0.0,0.2677541000302881
adult_income,Adult Income,False,m30,sex,adult_income|sex,xgb_published,False,45.0,xgb_published|s45,36177,9045,0.247837023523233,0.2478717523493643,2,1.1731656990995083,1.308389684325945,2.2969689666848394,2.6947252036106955,0.0426200457239271,2.6621259258418206,0.9217845199479738,0.0,0.2608709000051021
adult_income,Adult Income,False,m30,race,adult_income|race,xgb_published,False,45.0,xgb_published|s45,36177,9045,0.247837023523233,0.2478717523493643,5,1.2936585830852216,1.3847160254356865,2.118024984355737,2.740001200200742,0.0776010008746583,2.887834821428571,0.9217845199479738,0.0,0.2608709000051021
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,xgb_published,False,45.0,xgb_published|s45,36177,9045,0.247837023523233,0.2478717523493643,2,1.1063090797697237,1.228840645937169,2.3259996195675865,2.573274498668544,0.0512604862059694,2.2991202346041053,0.9217845199479738,0.0,0.2608709000051021
adult_income,Adult Income,False,ev10,sex,adult_income|sex,xgb_published,False,45.0,xgb_published|s45,36177,9045,0.247837023523233,0.2478717523493643,2,1.1731656990995083,1.308389684325945,2.2969689666848394,2.6947252036106955,0.0426200457239271,2.6621259258418206,0.9217845199479738,0.0,0.2608709000051021
adult_income,Adult Income,False,ev10,race,adult_income|race,xgb_published,False,45.0,xgb_published|s45,36177,9045,0.247837023523233,0.2478717523493643,4,1.2936585830852216,1.1915071326504367,2.118024984355737,2.740001200200742,0.0679255118265801,2.1666165865384617,0.9217845199479738,0.0,0.2608709000051021
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,xgb_published,False,45.0,xgb_published|s45,36177,9045,0.247837023523233,0.2478717523493643,2,1.1063090797697237,1.228840645937169,2.3259996195675865,2.573274498668544,0.0512604862059694,2.2991202346041053,0.9217845199479738,0.0,0.2608709000051021
adult_income,Adult Income,False,m30,sex,adult_income|sex,xgb_published,False,46.0,xgb_published|s46,36177,9045,0.247837023523233,0.2478717523493643,2,1.1728633047975892,1.2719410522567804,2.2230571143430966,2.607342113882236,0.0510950764912364,2.797101980052976,0.9218686382654028,0.0,0.2707440999802202
adult_income,Adult Income,False,m30,race,adult_income|race,xgb_published,False,46.0,xgb_published|s46,36177,9045,0.247837023523233,0.2478717523493643,5,1.3006308113861325,1.488462405112443,2.1310208108190087,2.771671326256261,0.0926875593542261,2.0779990930338017,0.9218686382654028,0.0,0.2707440999802202
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,xgb_published,False,46.0,xgb_published|s46,36177,9045,0.247837023523233,0.2478717523493643,2,1.099764502315388,1.2771228235924543,2.2637215476706456,2.489560601254628,0.0504216356390139,2.4561352544736232,0.9218686382654028,0.0,0.2707440999802202
adult_income,Adult Income,False,ev10,sex,adult_income|sex,xgb_published,False,46.0,xgb_published|s46,36177,9045,0.247837023523233,0.2478717523493643,2,1.1728633047975892,1.2719410522567804,2.2230571143430966,2.607342113882236,0.0510950764912364,2.797101980052976,0.9218686382654028,0.0,0.2707440999802202
adult_income,Adult Income,False,ev10,race,adult_income|race,xgb_published,False,46.0,xgb_published|s46,36177,9045,0.247837023523233,0.2478717523493643,5,1.3006308113861325,1.488462405112443,2.1310208108190087,2.771671326256261,0.0926875593542261,2.0779990930338017,0.9218686382654028,0.0,0.2707440999802202
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,xgb_published,False,46.0,xgb_published|s46,36177,9045,0.247837023523233,0.2478717523493643,2,1.099764502315388,1.2771228235924543,2.2637215476706456,2.489560601254628,0.0504216356390139,2.4561352544736232,0.9218686382654028,0.0,0.2707440999802202
adult_income,Adult Income,False,m30,sex,adult_income|sex,xgb_published,False,47.0,xgb_published|s47,36177,9045,0.247837023523233,0.2478717523493643,2,1.1774250670224438,1.275260254479977,2.248168187705084,2.6470495790863846,0.0414951563381267,2.6665407217990325,0.9141181482745648,0.0,0.2653667999547906
adult_income,Adult Income,False,m30,race,adult_income|race,xgb_published,False,47.0,xgb_published|s47,36177,9045,0.247837023523233,0.2478717523493643,5,1.393426537418684,1.2689290896137622,1.9317849830281133,2.691800459938276,0.1025008842981597,5.467898832684824,0.9141181482745648,0.0,0.2653667999547906
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,xgb_published,False,47.0,xgb_published|s47,36177,9045,0.247837023523233,0.2478717523493643,2,1.1074639316466686,1.313001126255849,2.288798231401356,2.534761488093687,0.0461256788491689,2.208045628362333,0.9141181482745648,0.0,0.2653667999547906
adult_income,Adult Income,False,ev10,sex,adult_income|sex,xgb_published,False,47.0,xgb_published|s47,36177,9045,0.247837023523233,0.2478717523493643,2,1.1774250670224438,1.275260254479977,2.248168187705084,2.6470495790863846,0.0414951563381267,2.6665407217990325,0.9141181482745648,0.0,0.2653667999547906
adult_income,Adult Income,False,ev10,race,adult_income|race,xgb_published,False,47.0,xgb_published|s47,36177,9045,0.247837023523233,0.2478717523493643,3,1.1733365287773332,1.2506635814499167,2.2941418714230664,2.691800459938276,0.1025008842981597,2.190436994911703,0.9141181482745648,0.0,0.2653667999547906
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,xgb_published,False,47.0,xgb_published|s47,36177,9045,0.247837023523233,0.2478717523493643,2,1.1074639316466686,1.313001126255849,2.288798231401356,2.534761488093687,0.0461256788491689,2.208045628362333,0.9141181482745648,0.0,0.2653667999547906
adult_income,Adult Income,False,m30,sex,adult_income|sex,logreg_l2,True,42.0,logreg_l2|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.2389132031406789,1.5537916152738556,2.635474016510972,3.265123555589638,0.078553722850175,2.648510085035937,0.8923449446333628,0.0059701492537313,0.0280712000094354
adult_income,Adult Income,False,m30,race,adult_income|race,logreg_l2,True,42.0,logreg_l2|s42,36177,9045,0.247837023523233,0.2478717523493643,5,2.668895754763082,1.3100617207269238,2.0270838980759875,5.410075610123603,0.1314591928891231,2.799342105263157,0.8923449446333628,0.0059701492537313,0.0280712000094354
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,logreg_l2,True,42.0,logreg_l2|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.3107194076713862,1.0714266033005126,2.6670264182204386,3.495723287133832,0.062611368195151,2.2205295618977114,0.8923449446333628,0.0059701492537313,0.0280712000094354
adult_income,Adult Income,False,ev10,sex,adult_income|sex,logreg_l2,True,42.0,logreg_l2|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.2389132031406789,1.5537916152738556,2.635474016510972,3.265123555589638,0.078553722850175,2.648510085035937,0.8923449446333628,0.0059701492537313,0.0280712000094354
adult_income,Adult Income,False,ev10,race,adult_income|race,logreg_l2,True,42.0,logreg_l2|s42,36177,9045,0.247837023523233,0.2478717523493643,4,2.153929181623185,1.3100617207269238,2.0270838980759875,4.366195161664348,0.1314591928891231,2.393540669856459,0.8923449446333628,0.0059701492537313,0.0280712000094354
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,logreg_l2,True,42.0,logreg_l2|s42,36177,9045,0.247837023523233,0.2478717523493643,2,1.3107194076713862,1.0714266033005126,2.6670264182204386,3.495723287133832,0.062611368195151,2.2205295618977114,0.8923449446333628,0.0059701492537313,0.0280712000094354
adult_income,Adult Income,False,m30,sex,adult_income|sex,logreg_l2,True,43.0,logreg_l2|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.4476536521445054,1.6550262841512942,2.246802032358339,3.2525911677892463,0.0471537083923061,2.7134956124130047,0.8998955634701225,0.0054173576561636,0.0273874000413343
adult_income,Adult Income,False,m30,race,adult_income|race,logreg_l2,True,43.0,logreg_l2|s43,36177,9045,0.247837023523233,0.2478717523493643,5,1.9843229753435287,1.30732048621427,2.2049692981499285,4.375371238245999,0.1002397126454057,2.5897616946160635,0.8998955634701225,0.0054173576561636,0.0273874000413343
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,logreg_l2,True,43.0,logreg_l2|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.578200504919849,1.146946129541888,2.284212371634207,3.604945118257272,0.0488788015634911,2.2870363198297543,0.8998955634701225,0.0054173576561636,0.0273874000413343
adult_income,Adult Income,False,ev10,sex,adult_income|sex,logreg_l2,True,43.0,logreg_l2|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.4476536521445054,1.6550262841512942,2.246802032358339,3.2525911677892463,0.0471537083923061,2.7134956124130047,0.8998955634701225,0.0054173576561636,0.0273874000413343
adult_income,Adult Income,False,ev10,race,adult_income|race,logreg_l2,True,43.0,logreg_l2|s43,36177,9045,0.247837023523233,0.2478717523493643,4,1.4692834584285832,1.30732048621427,2.2049692981499285,3.239724916114573,0.1002397126454057,2.5897616946160635,0.8998955634701225,0.0054173576561636,0.0273874000413343
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,logreg_l2,True,43.0,logreg_l2|s43,36177,9045,0.247837023523233,0.2478717523493643,2,1.578200504919849,1.146946129541888,2.284212371634207,3.604945118257272,0.0488788015634911,2.2870363198297543,0.8998955634701225,0.0054173576561636,0.0273874000413343
adult_income,Adult Income,False,m30,sex,adult_income|sex,logreg_l2,True,44.0,logreg_l2|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.2818482603488546,1.6305356332347685,2.407527856556119,3.0860853946678675,0.0484813770585911,2.544038257504837,0.8906406472035807,0.0048645660585959,0.0246272000367753
adult_income,Adult Income,False,m30,race,adult_income|race,logreg_l2,True,44.0,logreg_l2|s44,36177,9045,0.247837023523233,0.2478717523493643,5,3.3072023051645707,1.379086516487603,1.907265341249294,6.307712333140157,0.1880184608521845,2.6822660098522166,0.8906406472035807,0.0048645660585959,0.0246272000367753
adult_income,Adult Income,False,m30,age_group,adult_income|age_group,logreg_l2,True,44.0,logreg_l2|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.303295595921517,1.1218205264172747,2.516145946818797,3.279281931184713,0.0593646147529938,2.178851201497548,0.8906406472035807,0.0048645660585959,0.0246272000367753
adult_income,Adult Income,False,ev10,sex,adult_income|sex,logreg_l2,True,44.0,logreg_l2|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.2818482603488546,1.6305356332347685,2.407527856556119,3.0860853946678675,0.0484813770585911,2.544038257504837,0.8906406472035807,0.0048645660585959,0.0246272000367753
adult_income,Adult Income,False,ev10,race,adult_income|race,logreg_l2,True,44.0,logreg_l2|s44,36177,9045,0.247837023523233,0.2478717523493643,4,2.0188600128022176,1.379086516487603,1.907265341249294,3.850501731251775,0.1880184608521845,2.6822660098522166,0.8906406472035807,0.0048645660585959,0.0246272000367753
adult_income,Adult Income,False,ev10,age_group,adult_income|age_group,logreg_l2,True,44.0,logreg_l2|s44,36177,9045,0.247837023523233,0.2478717523493643,2,1.303295595921517,1.1218205264172747,2.516145946818797,3.279281931184713,0.0593646147529938,2.178851201497548,0.8906406472035807,0.0048645660585959,0.0246272000367753
adult_income,Adult Income,False,m30,sex,adult_income|sex,logreg_l2,True,45.0,logreg_l2|s45,36177,9045,0.247837023523233,0.2478717523493643,2,1.2545960108912688,1.6091151762179825,2.561734365103824,3.213941715422334,0.0558892554130472,2.6621259258418206,0.8942171508791511,0.00530679933665,0.0262306000222452
adult_income,Adult Income,False,m30,race,adult_income|race,logreg_l2,True,45.0,logreg_l2|s45,36177,9045,0.247837023523233,0.2478717523493643,5,2.038967434960068,1.3442250110882297,1.9609607840615129,3.9983351799351854,0.0764980258410826,2.887834821428571,0.8942171508791511,0.00530679933665,0.0262306000222452
