cohort,cohort_label,is_clinical,n_test,rule,partition,n_levels_admissible,level,level_n,level_n_pos,level_prevalence,level_lp_sd,level_lp_iqr,level_lp_mean,level_auc,partition_sd_ratio,partition_iqr_ratio,partition_min_lp_sd,partition_max_lp_sd,partition_observed_auc_gap,partition_level_prevalence_ratio
brfss2024,BRFSS 2024,True,8978,m30,age_group,5,1,234,9,0.038461538461538464,1.0096522787558728,1.0955013544371544,-3.952906699260585,0.7664197530864197,1.2846866285651966,1.312562953531384,0.8331377612329777,1.0703209416087498,0.06838591095467761,7.172785729101846
brfss2024,BRFSS 2024,True,8978,m30,age_group,5,2,611,32,0.05237315875613748,1.0703209416087498,1.4379144933776629,-3.315377933241682,0.7852979274611399,1.2846866285651966,1.312562953531384,0.8331377612329777,1.0703209416087498,0.06838591095467761,7.172785729101846
brfss2024,BRFSS 2024,True,8978,m30,age_group,5,3,1219,138,0.11320754716981132,0.904773323410331,1.1611794526603487,-2.298380250375412,0.76760313182909,1.2846866285651966,1.312562953531384,0.8331377612329777,1.0703209416087498,0.06838591095467761,7.172785729101846
brfss2024,BRFSS 2024,True,8978,m30,age_group,5,4,2049,383,0.18692044899951196,0.907148671743677,1.2707466153835765,-1.6715671261256044,0.7599909415463313,1.2846866285651966,1.312562953531384,0.8331377612329777,1.0703209416087498,0.06838591095467761,7.172785729101846
brfss2024,BRFSS 2024,True,8978,m30,age_group,5,5,4821,1330,0.27587637419622485,0.8331377612329777,1.1835833190877842,-1.1274909658695773,0.7169120165064623,1.2846866285651966,1.312562953531384,0.8331377612329777,1.0703209416087498,0.06838591095467761,7.172785729101846
brfss2024,BRFSS 2024,True,8978,m30,sex,2,0,4484,744,0.16592328278322926,1.1608972324797717,1.456078938985205,-1.9896440942432392,0.7656821416249784,1.1130054617947456,1.1041511661013177,1.0430292324062809,1.1608972324797717,0.013565099277883408,1.5395772619167252
brfss2024,BRFSS 2024,True,8978,m30,sex,2,1,4494,1148,0.2554517133956386,1.0430292324062809,1.3187315140249503,-1.3049153260786677,0.752117042347095,1.1130054617947456,1.1041511661013177,1.0430292324062809,1.1608972324797717,0.013565099277883408,1.5395772619167252
brfss2024,BRFSS 2024,True,8978,m30,race,8,0,177,35,0.1977401129943503,1.1490638622376141,1.3792958028229816,-1.7228539099185847,0.769215291750503,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,race,8,1,185,15,0.08108108108108109,1.2946324443034434,1.7228183020890926,-2.360702450870386,0.7843137254901961,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,race,8,2,970,162,0.1670103092783505,1.1110440929640166,1.4558373080694051,-1.7141015162024495,0.7266226622662266,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,race,8,3,818,126,0.15403422982885084,1.2637294006641981,1.7239505604925456,-2.011305364457866,0.792744747224516,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,race,8,4,188,39,0.2074468085106383,1.1605004285002996,1.4972515443604986,-1.7619900533083475,0.8403028738599208,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,race,8,5,59,12,0.2033898305084746,1.4068216697534202,2.0592176416372006,-2.050797736820765,0.9503546099290779,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,race,8,6,71,20,0.28169014084507044,1.054069908715807,1.1946119184089192,-1.2343845679509853,0.8813725490196079,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,race,8,7,6510,1483,0.22780337941628265,1.1238463989692402,1.4288944218832766,-1.5662610965984303,0.7603314321141895,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,m30,income,7,0,1500,230,0.15333333333333332,1.1623779471957425,1.4880894951905197,-2.1231205225962864,0.7862752482026704,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,m30,income,7,1,1179,299,0.2536047497879559,1.1209325808273192,1.4640363958271116,-1.266006644264337,0.7567687747035573,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,m30,income,7,2,1212,291,0.2400990099009901,1.123829845430175,1.3963081127228727,-1.4548870791969937,0.7400964885769614,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,m30,income,7,3,1396,322,0.23065902578796563,1.0938004652670696,1.3472657881281993,-1.5278472454280536,0.7430413384688342,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,m30,income,7,4,2634,531,0.20159453302961275,1.1027339108562204,1.4340364753684192,-1.6986850634186867,0.765634332802301,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,m30,income,7,5,659,177,0.26858877086494687,1.1079752454869067,1.4841143816039841,-1.3336006162612462,0.783986215626978,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,m30,income,7,6,398,42,0.10552763819095477,1.1409213613934643,1.409523450770638,-2.158728187780984,0.7834403424291064,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,m30,health_plan,2,0,8765,1861,0.2123217341699943,1.1499481003914724,1.4758636088087185,-1.6307956855486818,0.7671663756823447,1.0289989608655234,1.1956087105317936,1.1499481003914724,1.1832954003521077,0.010874280680572168,1.4588557863938318
brfss2024,BRFSS 2024,True,8978,m30,health_plan,2,1,213,31,0.14553990610328638,1.1832954003521077,1.7645553862485914,-2.3095277471831888,0.7562920950017725,1.0289989608655234,1.1956087105317936,1.1499481003914724,1.1832954003521077,0.010874280680572168,1.4588557863938318
brfss2024,BRFSS 2024,True,8978,ev10,age_group,4,2,611,32,0.05237315875613748,1.0703209416087498,1.4379144933776629,-3.315377933241682,0.7852979274611399,1.2846866285651966,1.2383223713469038,0.8331377612329777,1.0703209416087498,0.06838591095467761,5.267514519809168
brfss2024,BRFSS 2024,True,8978,ev10,age_group,4,3,1219,138,0.11320754716981132,0.904773323410331,1.1611794526603487,-2.298380250375412,0.76760313182909,1.2846866285651966,1.2383223713469038,0.8331377612329777,1.0703209416087498,0.06838591095467761,5.267514519809168
brfss2024,BRFSS 2024,True,8978,ev10,age_group,4,4,2049,383,0.18692044899951196,0.907148671743677,1.2707466153835765,-1.6715671261256044,0.7599909415463313,1.2846866285651966,1.2383223713469038,0.8331377612329777,1.0703209416087498,0.06838591095467761,5.267514519809168
brfss2024,BRFSS 2024,True,8978,ev10,age_group,4,5,4821,1330,0.27587637419622485,0.8331377612329777,1.1835833190877842,-1.1274909658695773,0.7169120165064623,1.2846866285651966,1.2383223713469038,0.8331377612329777,1.0703209416087498,0.06838591095467761,5.267514519809168
brfss2024,BRFSS 2024,True,8978,ev10,sex,2,0,4484,744,0.16592328278322926,1.1608972324797717,1.456078938985205,-1.9896440942432392,0.7656821416249784,1.1130054617947456,1.1041511661013177,1.0430292324062809,1.1608972324797717,0.013565099277883408,1.5395772619167252
brfss2024,BRFSS 2024,True,8978,ev10,sex,2,1,4494,1148,0.2554517133956386,1.0430292324062809,1.3187315140249503,-1.3049153260786677,0.752117042347095,1.1130054617947456,1.1041511661013177,1.0430292324062809,1.1608972324797717,0.013565099277883408,1.5395772619167252
brfss2024,BRFSS 2024,True,8978,ev10,race,8,0,177,35,0.1977401129943503,1.1490638622376141,1.3792958028229816,-1.7228539099185847,0.769215291750503,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,race,8,1,185,15,0.08108108108108109,1.2946324443034434,1.7228183020890926,-2.360702450870386,0.7843137254901961,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,race,8,2,970,162,0.1670103092783505,1.1110440929640166,1.4558373080694051,-1.7141015162024495,0.7266226622662266,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,race,8,3,818,126,0.15403422982885084,1.2637294006641981,1.7239505604925456,-2.011305364457866,0.792744747224516,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,race,8,4,188,39,0.2074468085106383,1.1605004285002996,1.4972515443604986,-1.7619900533083475,0.8403028738599208,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,race,8,5,59,12,0.2033898305084746,1.4068216697534202,2.0592176416372006,-2.050797736820765,0.9503546099290779,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,race,8,6,71,20,0.28169014084507044,1.054069908715807,1.1946119184089192,-1.2343845679509853,0.8813725490196079,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,race,8,7,6510,1483,0.22780337941628265,1.1238463989692402,1.4288944218832766,-1.5662610965984303,0.7603314321141895,1.334656893362393,1.723754476164806,1.054069908715807,1.4068216697534202,0.22373194766285132,3.4741784037558685
brfss2024,BRFSS 2024,True,8978,ev10,income,7,0,1500,230,0.15333333333333332,1.1623779471957425,1.4880894951905197,-2.1231205225962864,0.7862752482026704,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,ev10,income,7,1,1179,299,0.2536047497879559,1.1209325808273192,1.4640363958271116,-1.266006644264337,0.7567687747035573,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,ev10,income,7,2,1212,291,0.2400990099009901,1.123829845430175,1.3963081127228727,-1.4548870791969937,0.7400964885769614,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,ev10,income,7,3,1396,322,0.23065902578796563,1.0938004652670696,1.3472657881281993,-1.5278472454280536,0.7430413384688342,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,ev10,income,7,4,2634,531,0.20159453302961275,1.1027339108562204,1.4340364753684192,-1.6986850634186867,0.765634332802301,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,ev10,income,7,5,659,177,0.26858877086494687,1.1079752454869067,1.4841143816039841,-1.3336006162612462,0.783986215626978,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,ev10,income,7,6,398,42,0.10552763819095477,1.1409213613934643,1.409523450770638,-2.158728187780984,0.7834403424291064,1.0626965192521916,1.1045255570973649,1.0938004652670696,1.1623779471957425,0.04617875962570894,2.5451983524821156
brfss2024,BRFSS 2024,True,8978,ev10,health_plan,2,0,8765,1861,0.2123217341699943,1.1499481003914724,1.4758636088087185,-1.6307956855486818,0.7671663756823447,1.0289989608655234,1.1956087105317936,1.1499481003914724,1.1832954003521077,0.010874280680572168,1.4588557863938318
brfss2024,BRFSS 2024,True,8978,ev10,health_plan,2,1,213,31,0.14553990610328638,1.1832954003521077,1.7645553862485914,-2.3095277471831888,0.7562920950017725,1.0289989608655234,1.1956087105317936,1.1499481003914724,1.1832954003521077,0.010874280680572168,1.4588557863938318
adult_income,Adult Income,False,9045,m30,sex,2,0,2918,363,0.12440027416038382,2.2434191417865543,1.9456365457313805,-2.8508365070448103,0.9226526068369156,1.4064712340883565,1.6155754466715655,2.2434191417865543,3.1553044889259767,0.05768519018202545,2.4652306707294316
adult_income,Adult Income,False,9045,m30,sex,2,1,6127,1879,0.3066753713073282,3.1553044889259767,3.1433226314304967,-1.190152950747262,0.8649674166548902,1.4064712340883565,1.6155754466715655,2.2434191417865543,3.1553044889259767,0.05768519018202545,2.4652306707294316
adult_income,Adult Income,False,9045,m30,race,5,0,90,13,0.14444444444444443,2.0208608610054677,2.7674868617035555,-2.3913868449553712,0.9530469530469531,1.7616019550411504,1.3783140390695396,1.936107377037995,3.410650540559726,0.08080979653560305,2.4806201550387597
adult_income,Adult Income,False,9045,m30,race,5,1,258,72,0.27906976744186046,3.410650540559726,3.2864352633292473,-1.5894746835050124,0.87223715651135,1.7616019550411504,1.3783140390695396,1.936107377037995,3.410650540559726,0.08080979653560305,2.4806201550387597
adult_income,Adult Income,False,9045,m30,race,5,2,838,111,0.1324582338902148,2.369349398567659,2.5538695218381866,-2.683667280515037,0.9200465940493452,1.7616019550411504,1.3783140390695396,1.936107377037995,3.410650540559726,0.08080979653560305,2.4806201550387597
adult_income,Adult Income,False,9045,m30,race,5,3,80,9,0.1125,1.936107377037995,2.3843878609462803,-3.2398557633642966,0.9311424100156493,1.7616019550411504,1.3783140390695396,1.936107377037995,3.410650540559726,0.08080979653560305,2.4806201550387597
adult_income,Adult Income,False,9045,m30,race,5,4,7779,2037,0.2618588507520247,3.03536575739145,3.1357461116197682,-1.6039847191482464,0.8849379478600952,1.7616019550411504,1.3783140390695396,1.936107377037995,3.410650540559726,0.08080979653560305,2.4806201550387597
adult_income,Adult Income,False,9045,m30,age_group,2,0,3989,1430,0.35848583604913514,3.3271487980675634,3.0025476836011897,-0.8014139325331124,0.8449899846148379,1.3462294653620601,1.0710021964916703,2.471457417679346,3.3271487980675634,0.06726777249691196,2.2321482599315607
adult_income,Adult Income,False,9045,m30,age_group,2,1,5056,812,0.1606012658227848,2.471457417679346,2.8034934880962608,-2.455294280045618,0.9122577571117498,1.3462294653620601,1.0710021964916703,2.471457417679346,3.3271487980675634,0.06726777249691196,2.2321482599315607
adult_income,Adult Income,False,9045,ev10,sex,2,0,2918,363,0.12440027416038382,2.2434191417865543,1.9456365457313805,-2.8508365070448103,0.9226526068369156,1.4064712340883565,1.6155754466715655,2.2434191417865543,3.1553044889259767,0.05768519018202545,2.4652306707294316
adult_income,Adult Income,False,9045,ev10,sex,2,1,6127,1879,0.3066753713073282,3.1553044889259767,3.1433226314304967,-1.190152950747262,0.8649674166548902,1.4064712340883565,1.6155754466715655,2.2434191417865543,3.1553044889259767,0.05768519018202545,2.4652306707294316
adult_income,Adult Income,False,9045,ev10,race,4,0,90,13,0.14444444444444443,2.0208608610054677,2.7674868617035555,-2.3913868449553712,0.9530469530469531,1.6877216073464734,1.2868454066376052,2.0208608610054677,3.410650540559726,0.08080979653560305,2.106851037083595
adult_income,Adult Income,False,9045,ev10,race,4,1,258,72,0.27906976744186046,3.410650540559726,3.2864352633292473,-1.5894746835050124,0.87223715651135,1.6877216073464734,1.2868454066376052,2.0208608610054677,3.410650540559726,0.08080979653560305,2.106851037083595
adult_income,Adult Income,False,9045,ev10,race,4,2,838,111,0.1324582338902148,2.369349398567659,2.5538695218381866,-2.683667280515037,0.9200465940493452,1.6877216073464734,1.2868454066376052,2.0208608610054677,3.410650540559726,0.08080979653560305,2.106851037083595
adult_income,Adult Income,False,9045,ev10,race,4,4,7779,2037,0.2618588507520247,3.03536575739145,3.1357461116197682,-1.6039847191482464,0.8849379478600952,1.6877216073464734,1.2868454066376052,2.0208608610054677,3.410650540559726,0.08080979653560305,2.106851037083595
adult_income,Adult Income,False,9045,ev10,age_group,2,0,3989,1430,0.35848583604913514,3.3271487980675634,3.0025476836011897,-0.8014139325331124,0.8449899846148379,1.3462294653620601,1.0710021964916703,2.471457417679346,3.3271487980675634,0.06726777249691196,2.2321482599315607
adult_income,Adult Income,False,9045,ev10,age_group,2,1,5056,812,0.1606012658227848,2.471457417679346,2.8034934880962608,-2.455294280045618,0.9122577571117498,1.3462294653620601,1.0710021964916703,2.471457417679346,3.3271487980675634,0.06726777249691196,2.2321482599315607
nhis2023,NHIS 2023,True,5423,m30,age_group,4,0,1146,16,0.013961605584642234,1.3139079675421068,1.9580801295647543,-5.147932738571648,0.865929203539823,1.3480698335769468,1.308601904017411,1.1431053556709363,1.5409858465802355,0.1280132462576684,14.040240198785202
nhis2023,NHIS 2023,True,5423,m30,age_group,4,1,1167,67,0.05741216795201371,1.5124117115138354,2.1927579436902698,-3.779905331985224,0.8116553595658073,1.3480698335769468,1.308601904017411,1.1431053556709363,1.5409858465802355,0.1280132462576684,14.040240198785202
nhis2023,NHIS 2023,True,5423,m30,age_group,4,2,1299,168,0.12933025404157045,1.5409858465802355,2.1354324505466398,-2.526776199516018,0.8252310429034567,1.3480698335769468,1.308601904017411,1.1431053556709363,1.5409858465802355,0.1280132462576684,14.040240198785202
nhis2023,NHIS 2023,True,5423,m30,age_group,4,3,1811,355,0.19602429596907786,1.1431053556709363,1.6756493605568643,-1.760683106386107,0.7379159572821545,1.3480698335769468,1.308601904017411,1.1431053556709363,1.5409858465802355,0.1280132462576684,14.040240198785202
nhis2023,NHIS 2023,True,5423,m30,sex,2,0,2972,316,0.1063257065948856,1.8589461255469764,2.8230839376215195,-3.126044283424763,0.8473303816531951,1.02175560948272,1.1048272090253763,1.8589461255469764,1.899388631503792,0.018805113976991583,1.112798186222105
